freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FC_IND_NMM_E,PC,IS	24.495 	21.521 	29.253 	44.174 	24.289 	47.321 	42.808 	30.714 	29.43 	22.098 	29.202 	28.74 	24.012 	26.567 	22.618 	29.202 	22.098 	21.428 	21.518 	28.468 	22.796 	29.44 	100 	66.775 	100 	100 	99.845 	99.916 	100 	98.777 	93.476 	94.697 	95.51 	95.814 
A,FC_IND_NMM_E,PC,IT	13.054 	13.55 	13.759 	14.178 	14.214 	14.607 	14.877 	14.861 	14.981 	14.066 	14.559 	15.711 	16.012 	14.776 	14.249 	14.192 	15.76 	15.656 	14.62 	16.949 	17.16 	16.889 	15.922 	16.322 	17.583 	15.548 	16.419 	18.261 	17.853 	18.066 	17.561 	18.015 	16.619 	17.469 
A,FC_IND_NMM_E,PC,LT	5.518 	6.621 	8.027 	7.961 	7.291 	7.795 	7.951 	9.164 	10.041 	10.693 	10.4 	10.456 	12.89 	13.063 	11.148 	10.658 	10.496 	10.588 	11.47 	11.266 	12.045 	11.039 	10.845 	11.09 	12.728 	14.176 	15.292 	15.637 	15.594 	13.709 	15.351 	14.298 	14.748 	16.291 
A,FC_IND_NMM_E,PC,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16.374 	15.228 	20.797 	16.601 	11.738 	10.486 	7.848 	7.96 	7.573 	7.563 	7.081 	15.01 	14.143 	14.293 	15.109 	14.074 	13.374 	12.348 	7.592 	6.992 	7.211 	5.559 	9.392 	13.495 
A,FC_IND_NMM_E,PC,LV	10.133 	13.836 	11.798 	10.733 	10.492 	7.931 	7.654 	10.429 	11.176 	9.763 	11.184 	11.558 	9.721 	8.72 	9.205 	12.045 	11.37 	12.502 	13.804 	18.932 	14.179 	13.179 	13.068 	15.174 	14.6 	15.278 	17.605 	17.182 	14.19 	14.818 	13.399 	14.524 	15.465 	15.015 
A,FC_IND_NMM_E,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14.792 	13.641 	12.048 	13.119 	18.654 	16.356 	17.328 	14.66 	12.273 	14.074 	14.759 	15.133 	15.72 	16.087 
A,FC_IND_NMM_E,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.012 	25.519 	0 	0 	100 	: 	100 	100 	36.428 	13.485 	16.159 	13.359 	19.517 	20.171 	17.506 	17.786 	17.571 	27.258 	30.948 
A,FC_IND_NMM_E,PC,MK	9.072 	8.636 	10.918 	10.843 	41.965 	37.999 	25.76 	32.695 	14.563 	13.179 	12.005 	10.276 	10.475 	10.904 	11.349 	10.744 	11.377 	11.285 	11.877 	14.937 	13.693 	12.83 	11.059 	11.385 	11.462 	12.051 	12.858 	12.997 	12.093 	12.048 	13.118 	11.56 	13.091 	11.779 
A,FC_IND_NMM_E,PC,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	100 	100 	100 	100 	100 	100 	100 	15.82 	14.768 	16.419 	15.423 	13.977 	18.19 
A,FC_IND_NMM_E,PC,NL	13.867 	13.894 	14.209 	13.716 	13.582 	14.659 	14.566 	15.547 	15.62 	15.828 	16.881 	16.512 	18.014 	17.404 	16.935 	16.831 	17 	16.842 	17.442 	18.072 	17.372 	17.408 	17.935 	19.176 	18.177 	16.881 	17.574 	17.486 	17.268 	17.077 	17.094 	17.459 	17.965 	18.309 
A,FC_IND_NMM_E,PC,NO	28.1 	32.781 	34.33 	31.475 	32.379 	31.132 	30.321 	24.246 	24.725 	27.412 	26.799 	25.222 	26.108 	26.361 	28.6 	28.819 	27.958 	27.137 	27.163 	25.54 	23.463 	21.005 	20.264 	20.996 	24.048 	24.746 	24.109 	23.008 	24.215 	23.805 	24.338 	24.922 	22.107 	24.728 
A,FC_IND_NMM_E,PC,PL	7.871 	7.868 	8.048 	8.327 	8.189 	9.015 	8.872 	9.548 	9.68 	10.25 	10.916 	11.298 	11.663 	11.488 	11.871 	11.87 	12.404 	12.331 	13.281 	14.021 	13.886 	13.926 	14.458 	14.855 	14.753 	15.604 	15.611 	15.744 	15.771 	15.468 	15.998 	16.059 	16.786 	15.539 
A,FC_IND_NMM_E,PC,PT	11.118 	11.022 	11.508 	11.427 	10.834 	10.512 	10.052 	10.395 	9.26 	8.848 	8.806 	9.056 	8.574 	9.838 	10.367 	9.968 	10.575 	11.792 	11.979 	11.905 	11.757 	11.313 	14.579 	14.272 	14.119 	15.048 	14.923 	14.747 	15.454 	15.055 	14.283 	15.595 	15.751 	15.96 
A,FC_IND_NMM_E,PC,RO	33.06 	65.521 	10.079 	9.973 	12.377 	11.171 	12.435 	12.748 	15.003 	16.05 	13.04 	10.916 	10.739 	10.484 	15.118 	16.377 	25.545 	22.634 	23.285 	22.869 	27.641 	24.087 	18.358 	19.329 	19.321 	21.716 	22.002 	22.29 	19.195 	20.715 	18.402 	18.286 	14.885 	13.652 
A,FC_IND_NMM_E,PC,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100 	45.48 	37.084 	55.133 	11.987 	19.443 	8.631 	11.843 	13.663 	23.723 	17.889 	15.864 	15.267 	17.289 	13.174 	16.164 	20.723 	21.529 	20.028 	21.624 
A,FC_IND_NMM_E,PC,SE	19.692 	21.273 	21.228 	19.187 	22.672 	21.66 	21.817 	21.24 	20.958 	22.228 	20.152 	24.481 	20.564 	22.173 	21.554 	19.541 	19.061 	20.586 	22.158 	19.403 	20.126 	19.052 	19.195 	22.947 	24.08 	21.674 	23.815 	23.874 	22.838 	23.686 	22.934 	25.334 	22.179 	23.925 
A,FC_IND_NMM_E,PC,SI	10.561 	13.39 	19.557 	21.105 	17.75 	22.443 	9.929 	17.372 	19.145 	19.557 	17.287 	17.346 	18.804 	18.314 	16.791 	16.415 	15.498 	16.326 	16.382 	14.947 	17.707 	17.701 	17.771 	16.934 	17.348 	20.381 	16.808 	16.927 	16.541 	16.768 	16.747 	17.488 	17.715 	16.888 
A,FC_IND_NMM_E,PC,SK	0 	0 	0 	0 	0 	10.505 	15.106 	13.6 	13.973 	13.208 	12.185 	10.745 	14.668 	18.095 	16.52 	13.78 	14.635 	16.367 	15.601 	16.128 	15.348 	17.316 	16.519 	14.85 	13.602 	10.834 	14.079 	11.123 	16.089 	15.968 	13.961 	15.722 	14.618 	15.516 
A,FC_IND_NMM_E,PC,TR	19.273 	18.287 	20.741 	24.16 	18.001 	20.067 	21.362 	18.825 	24.558 	22.839 	22.756 	23.84 	22.362 	19.747 	16.42 	17.105 	17.018 	19.093 	17.909 	19.77 	17.32 	16.626 	16.966 	19.204 	18.791 	20.579 	20.948 	12.863 	12.753 	13.6 	12.813 	12.579 	14.014 	14.964 
A,FC_IND_NMM_E,PC,UA	96.399 	96.123 	96.342 	95.701 	94.501 	93.36 	92.815 	92.762 	93.355 	93.452 	93.472 	93.154 	93.935 	94.684 	10.574 	10.003 	10.612 	9.765 	10.479 	14.035 	13.692 	13.18 	15.306 	15.164 	16.002 	17.306 	15.919 	17.436 	17.058 	15.311 	13.205 	: 	: 	: 
A,FC_IND_NMM_E,PC,UK	18.357 	20.046 	21.256 	21.052 	20.004 	22.818 	23.722 	23.708 	24.902 	26.678 	25.153 	21.744 	22.258 	23.157 	25.009 	22.758 	23.311 	22.899 	23.182 	23.654 	24.742 	25.62 	25.33 	23.617 	22.96 	19.555 	20.501 	21.108 	22.217 	22.052 	: 	: 	: 	: 
A,FC_IND_NMM_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.254 	15.361 	15.361 	15.051 	15.67 	16.882 	16.475 	3.77 	16.539 	15.493 	16.539 	8.756 	9.258 	8.086 	9.698 	6.344 	4.897 	4.827 	4.706 	4.558 	5.365 	5.611 	6.068 	: 
A,FC_IND_NSP_E,PC,AL	6.298 	7.501 	13.084 	20.01 	24.452 	25.668 	34.774 	32.982 	21.337 	24.391 	76.622 	66.948 	100 	30.268 	16.415 	34.952 	100 	100 	100 	12.796 	29.202 	26.372 	48.012 	37.558 	39.331 	16.097 	16.566 	18.587 	21.141 	24.576 	26.551 	20.368 	48.448 	0 
A,FC_IND_NSP_E,PC,AT	65.639 	65.654 	67.383 	64.637 	64.853 	64.724 	47.72 	47.142 	50.34 	57.617 	57.691 	53.746 	57.419 	58.592 	60.245 	63.019 	56.119 	57.907 	57.373 	53.44 	53.538 	55.728 	55.921 	63.727 	62.522 	63.004 	63.775 	63.699 	64.14 	63.666 	64.609 	64.326 	64.911 	64.232 
A,FC_IND_NSP_E,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.563 	33.527 	41.635 	39.246 	38.101 	45.024 	49.717 	66.092 	57.959 	: 
A,FC_IND_NSP_E,PC,BE	6.104 	4.67 	4.93 	8.203 	8.828 	8.619 	8.055 	7.554 	7.343 	7.374 	8.457 	6.756 	8.339 	16.089 	30.637 	28.182 	27.283 	38.861 	43.715 	37.261 	34.776 	46.411 	37.703 	39.103 	44.77 	53.937 	52.299 	48.904 	49.266 	33.743 	32.144 	30.853 	30.765 	30.266 
A,FC_IND_NSP_E,PC,BG	4.028 	4.891 	33.319 	30.572 	36.512 	35.165 	20.997 	18.996 	29.224 	33.152 	35.473 	39.93 	33.99 	40.323 	33.719 	40.787 	40.843 	30.839 	29.683 	23.583 	25.029 	29.795 	27.716 	28.425 	31.241 	54.569 	73.198 	75.622 	76.268 	76.212 	76.494 	77.272 	76.821 	76.471 
A,FC_IND_NSP_E,PC,CY	0.062 	0.074 	0.127 	0.122 	0.119 	0.109 	0.104 	1.932 	1.826 	2.256 	1.85 	1.831 	1.996 	2.029 	2.134 	4.701 	8.392 	7.957 	9.407 	11.007 	11.688 	7.252 	38.144 	48.188 	35.889 	74.384 	60.776 	76.632 	78.852 	75.96 	72.068 	69.706 	48.32 	54.585 
A,FC_IND_NSP_E,PC,CZ	3.708 	4.073 	2.945 	3.299 	6.382 	7.143 	6.269 	6.153 	5.666 	16.469 	15.282 	18.896 	19.527 	22.375 	24.915 	48.174 	41.259 	44.45 	47.59 	44.018 	34.008 	34.773 	36.841 	41.138 	38.164 	38.193 	50.057 	52.903 	53.472 	58.585 	56.006 	56.692 	60.769 	57.875 
A,FC_IND_NSP_E,PC,DE	31.87 	53.436 	46.753 	39.975 	46.843 	50.188 	50.184 	49.105 	48.793 	55.079 	51.355 	55.589 	56.284 	60.948 	62.587 	61.776 	62.229 	61.694 	50.119 	55.528 	54.256 	57.436 	57.282 	57.253 	58.114 	56.417 	57.108 	57.284 	56.644 	55.877 	56.376 	51.367 	47.534 	50.694 
A,FC_IND_NSP_E,PC,DK	46.951 	48.152 	49.169 	48.15 	50.082 	51.055 	49.539 	52.737 	52.392 	49.99 	50.457 	48.203 	51.487 	48.532 	49.79 	54.124 	53.476 	52.01 	55.521 	55.937 	55.048 	55.808 	57.944 	63.249 	68.554 	71.295 	68.297 	67.656 	65.056 	65.479 	66.647 	67.111 	65.316 	65.126 
A,FC_IND_NSP_E,PC,EA19	23.654 	32.927 	31.928 	28.11 	33.498 	31.369 	28.344 	28.117 	29.796 	35.222 	38.639 	37.304 	39.087 	42.563 	46.943 	37.368 	37.965 	36.866 	31.702 	35.387 	32.604 	55.227 	54.647 	55.957 	56.562 	61.544 	61.363 	62.732 	62.083 	59.81 	62.671 	58.385 	57.85 	60.078 
A,FC_IND_NSP_E,PC,EA20	23.685 	32.934 	31.94 	28.12 	33.505 	31.38 	28.301 	28.076 	29.757 	35.19 	38.573 	37.264 	39.035 	42.468 	46.838 	37.333 	37.936 	36.844 	31.697 	35.375 	32.592 	55.088 	54.507 	55.807 	56.447 	61.512 	61.386 	62.709 	62.064 	59.795 	62.639 	58.376 	57.855 	60.029 
A,FC_IND_NSP_E,PC,EE	3.913 	2.708 	3.758 	1.751 	14.323 	10.12 	15.753 	21.747 	24.334 	29.441 	30.879 	30.264 	32.95 	30.747 	29.446 	33.975 	39.613 	35.656 	37.905 	33.803 	33.199 	37.368 	43.585 	55.59 	58.664 	46.505 	68.104 	67.4 	64.508 	65.44 	78.181 	81.972 	81.815 	52.37 
A,FC_IND_NSP_E,PC,EL	16.611 	18.219 	19.148 	21.91 	21.336 	17.132 	23.262 	24.484 	26.105 	29.111 	30.391 	31.569 	30.637 	25.778 	33.509 	16.661 	14.725 	17.189 	28.565 	39.745 	34.515 	55.315 	18.065 	49.128 	79.399 	71.446 	56.339 	72.923 	16.269 	57.059 	40.353 	89.052 	84.425 	88.341 
A,FC_IND_NSP_E,PC,ES	13.514 	15.479 	22.239 	17.066 	17.95 	14.943 	17.552 	16.827 	16.181 	56.133 	65.839 	39.993 	31.204 	30.398 	31.07 	22.901 	45.998 	24.768 	30.819 	23.118 	18.429 	31.953 	34.918 	30.46 	27.801 	66.512 	75.369 	75.623 	74.175 	69.267 	69.944 	68.438 	70.43 	71.908 
A,FC_IND_NSP_E,PC,EU27_2020	14.538 	19.47 	23.918 	22.296 	29.014 	28.103 	25.109 	26.025 	27.205 	35.108 	37.366 	37.551 	39.17 	41.169 	44.952 	38.455 	38.619 	37.84 	33.231 	37.184 	33.557 	52.42 	52.479 	53.268 	60.884 	57.814 	58.172 	59.46 	58.968 	57.469 	61.483 	57.634 	63.116 	57.632 
A,FC_IND_NSP_E,PC,EU28	15.867 	20.113 	24.069 	22.593 	28.421 	27.185 	24.209 	25.024 	25.796 	31.485 	33.133 	34.187 	35.536 	34.653 	36.463 	34.252 	34.256 	33.521 	30.26 	32.873 	30.494 	43.027 	42.447 	43.489 	49.147 	46.639 	52.434 	51.669 	51.645 	51.504 	61.483 	57.634 	63.116 	57.632 
A,FC_IND_NSP_E,PC,FI	6.612 	4.202 	4.285 	4.89 	3.952 	10.708 	7.397 	8.466 	7.524 	7.978 	8.935 	9.93 	8.36 	7.997 	8.19 	8.792 	8.037 	40.969 	49.885 	24.881 	40.566 	29.84 	39.508 	36.063 	31.648 	33.16 	34.352 	41.486 	42.215 	38.009 	44.479 	37.803 	36.573 	50.236 
A,FC_IND_NSP_E,PC,FR	4.036 	5.478 	3.439 	3.376 	16.419 	17.352 	14.988 	13.24 	23.555 	20.985 	32.284 	33.068 	47.727 	64.59 	65.184 	29.622 	21.121 	14.512 	4.84 	7.097 	6.705 	49.348 	51.979 	52.707 	52.103 	52.464 	52.641 	52.853 	55.945 	58.071 	66.953 	60.163 	62.289 	64.186 
A,FC_IND_NSP_E,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65.247 	90.335 	96.494 	96.997 	93.434 	84.148 	91.378 	93.979 	95.013 	94.136 	: 
A,FC_IND_NSP_E,PC,HR	66.203 	55.152 	65.215 	40.404 	45.479 	48.609 	11.256 	18.567 	19.75 	24.191 	19.998 	23.285 	21.697 	20.339 	23.213 	26.557 	30.094 	30.902 	30.396 	32.802 	29.869 	31.969 	32.93 	34.295 	39.578 	55.487 	65.936 	58.654 	58.989 	57.499 	57.647 	56.981 	58.688 	53.161 
A,FC_IND_NSP_E,PC,HU	8.239 	13.668 	7.688 	8.361 	8.002 	5.629 	4.44 	3.956 	40.493 	44.031 	53.737 	57.803 	57.183 	60.28 	60.998 	40.938 	45.398 	46.183 	44.523 	52.855 	59.405 	57.59 	76.064 	61.468 	61.969 	61.38 	61.072 	60.687 	61.194 	62.141 	61.826 	60.514 	61.799 	62.187 
A,FC_IND_NSP_E,PC,IE	23.881 	13.47 	17.043 	16.771 	24.902 	26.507 	32.319 	38.091 	47.593 	46.939 	45.431 	59.791 	66.055 	65.993 	64.611 	63.099 	70.974 	68.14 	61.927 	55.37 	58.365 	53.604 	54.663 	55.577 	56.57 	58.936 	55.179 	53.914 	49.735 	50.287 	51.828 	52.933 	55.323 	56.423 
A,FC_IND_NSP_E,PC,IS	22.146 	11.723 	2.637 	4.132 	3.79 	2.95 	7.097 	10.247 	10.671 	10.955 	13.617 	14.231 	17.2 	16.997 	17.178 	17.577 	7.708 	4.156 	6.428 	7.778 	6.315 	5.842 	7.13 	15.846 	18.658 	7.062 	8.561 	12.079 	7.119 	7.589 	7.38 	6.524 	2.735 	2.248 
A,FC_IND_NSP_E,PC,IT	18.266 	41.456 	46.233 	41.228 	40.082 	43.063 	37.323 	40.428 	41.854 	48.117 	51.246 	48.384 	47.786 	48.621 	63.981 	61.389 	60.986 	65.661 	59.698 	61.7 	55.319 	85.138 	85.699 	84.048 	83.599 	83.935 	80.658 	84.165 	85.961 	74.431 	81.021 	78.165 	80.553 	80.003 
A,FC_IND_NSP_E,PC,LT	16.163 	13.679 	19.05 	43.229 	49.489 	52.437 	52.838 	30.997 	39.802 	45.146 	53.121 	49.016 	46.869 	45.539 	51.893 	52.405 	57.036 	57.529 	63.764 	62.76 	64.681 	56.042 	58.091 	65.989 	64.26 	67.381 	71.138 	70.624 	74.246 	72.68 	72.629 	69.271 	68.412 	64.927 
A,FC_IND_NSP_E,PC,LU	52.155 	45.657 	42.972 	43.507 	43.729 	43.442 	41.105 	36.646 	36.659 	35.815 	10.826 	10.844 	16.992 	25.182 	23.269 	23.665 	21.452 	20.858 	29.082 	31.652 	37.146 	60.307 	58.508 	57.396 	67.481 	74.421 	75.138 	68.931 	60.866 	59.967 	65.709 	54.945 	65.513 	61.828 
A,FC_IND_NSP_E,PC,LV	9.769 	10.256 	35.59 	15.735 	22.324 	18.062 	18.552 	24.684 	24.785 	36.274 	44.509 	53.636 	57.276 	48.558 	41.02 	37.616 	39.111 	43.403 	36.994 	52.03 	59.089 	50.643 	41.699 	42.496 	47.446 	50.536 	51.518 	52.593 	15.299 	23.955 	39.142 	40.038 	41.486 	40.436 
A,FC_IND_NSP_E,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	99.413 	99.608 	98.485 	95.578 	93.602 	92.492 	70.807 	81.725 	82.372 	82.363 	83.414 	78.87 	83.219 	85.371 
A,FC_IND_NSP_E,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	70.134 	67.404 	67.706 	68.682 	69.318 	94.354 	92.501 	85.868 	72.382 	5.432 	7.049 	6.567 	12.129 	12.37 	11.033 	9.023 	7.101 	9.942 	10.925 
A,FC_IND_NSP_E,PC,MK	19.679 	22.369 	11.694 	6.829 	0 	0.37 	0.189 	0.296 	0 	2.844 	11.89 	25.81 	80 	42.698 	54.552 	38.236 	59.025 	61.714 	51.318 	78.287 	79.106 	88.415 	81.324 	88.991 	89.74 	91.605 	79.418 	80.169 	82.926 	81.309 	70.118 	82.275 	78.353 	81.006 
A,FC_IND_NSP_E,PC,MT	: 	100 	100 	100 	100 	100 	100 	100 	94.334 	94.741 	100 	100 	100 	100 	100 	82.494 	82.135 	79.401 	80.23 	84.279 	42.268 	59.478 	45.091 	32.642 	27.318 	29.086 	31.326 	37.269 	99.457 	99.376 	99.254 	99.034 	99.11 	99.136 
A,FC_IND_NSP_E,PC,NL	40.838 	39.45 	41.857 	45.34 	53.341 	46.088 	45.738 	48.985 	48.318 	49.527 	49.538 	52.217 	51.758 	49.925 	47.933 	47.199 	41.373 	43.93 	41.433 	43.062 	45.996 	44.615 	45.604 	46.119 	43.928 	42.533 	42.307 	42.775 	45.231 	49.72 	52.965 	50.524 	52.655 	53.597 
A,FC_IND_NSP_E,PC,NO	53.473 	64.504 	91.28 	77.077 	72.794 	74.116 	64.475 	73.384 	75.585 	66.7 	80.268 	73.316 	67.228 	74.549 	74.254 	76.848 	71.707 	83.948 	88.667 	79.975 	71.004 	68.074 	65.574 	65.839 	62.032 	66.539 	73.276 	68.864 	70.074 	73.465 	68.373 	69.294 	70.778 	71.611 
A,FC_IND_NSP_E,PC,PL	15.162 	18.069 	16.955 	14.887 	2.819 	50.881 	23.924 	30.587 	30.909 	29.284 	30.451 	32.519 	34.569 	34.966 	37.976 	41.155 	38.961 	42.147 	43.565 	47.102 	47.63 	48.876 	51.401 	52.63 	51.184 	53.385 	53.853 	56.602 	57.962 	56.949 	58.08 	55.942 	59.081 	47.328 
A,FC_IND_NSP_E,PC,PT	23.111 	23.195 	16.866 	22.915 	20.518 	29.88 	60.828 	82.022 	47.249 	53.453 	66.565 	86.947 	84.666 	83.692 	83.53 	83.992 	70.821 	78.736 	89.197 	81.596 	79.146 	81.774 	82.68 	85.105 	67.292 	70.358 	65.672 	64 	68.285 	67.467 	70.198 	56.334 	74.805 	74.477 
A,FC_IND_NSP_E,PC,RO	2.678 	0.424 	38.799 	36.573 	11.84 	28.471 	27.153 	31.383 	20.749 	26.796 	35.497 	48.499 	40.673 	24.167 	27.842 	39.842 	41.922 	46.584 	22.79 	36.932 	45.257 	62.999 	54.939 	61.098 	60.753 	65.377 	57.235 	65.777 	66.276 	64.426 	65.427 	65.127 	42.373 	42.365 
A,FC_IND_NSP_E,PC,RS	32.217 	31.319 	28.513 	23.146 	27.871 	30.793 	20.916 	19.752 	20.763 	22.402 	25.717 	23.62 	22.49 	19.964 	1.392 	1.979 	2.06 	1.967 	18.427 	35.083 	69.942 	21.049 	21.876 	9.861 	26.903 	41.472 	37.359 	36.156 	44.338 	56.099 	57.021 	59.21 	50.345 	54.362 
A,FC_IND_NSP_E,PC,SE	41.282 	34.86 	42.095 	47.431 	45.335 	41.924 	34.492 	51.252 	45.581 	53.166 	43.88 	54.304 	55.09 	44.752 	44.049 	49.467 	44.53 	46.089 	47.456 	51.424 	33.615 	30.624 	36.077 	29.833 	81.676 	29.168 	27.961 	27.253 	27.768 	26.685 	45.689 	40.787 	85.711 	26.989 
A,FC_IND_NSP_E,PC,SI	3.193 	8.867 	12.507 	14.985 	17.637 	17.282 	4.564 	15.089 	16.337 	27.412 	24.929 	25.304 	29.219 	35.55 	36.869 	36.942 	41.47 	42.914 	40.679 	43.057 	43.54 	45.541 	48.079 	49.758 	50.743 	52.467 	55.028 	54.288 	58.13 	57.216 	53.043 	53.051 	67.338 	57.063 
A,FC_IND_NSP_E,PC,SK	47.333 	44.141 	48.333 	65.971 	65.709 	46.006 	11.742 	10.175 	9.22 	9.801 	13.579 	22.421 	22.562 	27.502 	29.558 	33.391 	33.974 	37.148 	48.424 	51.414 	52.449 	49.459 	52.262 	51.301 	54.21 	56.897 	60.208 	60.58 	56.805 	55.108 	43.273 	53.806 	50.613 	51.175 
A,FC_IND_NSP_E,PC,TR	6.154 	5.74 	6.92 	6.804 	14.251 	9.58 	7.512 	7.193 	7.434 	10.76 	6.897 	11.87 	10.51 	7.855 	12.231 	13.606 	11.92 	10.093 	24.695 	15.056 	16.004 	21.113 	21.342 	24.825 	26.227 	40.951 	49.01 	33.71 	32.295 	34.958 	41.444 	47.485 	45.304 	47.003 
A,FC_IND_NSP_E,PC,UA	3.296 	3.002 	1.376 	1.306 	1.446 	1.521 	2.397 	2.112 	1.937 	1.847 	2.015 	0.603 	0.713 	1.173 	2.533 	3.532 	1.726 	54.681 	61.076 	52.031 	74.815 	80.678 	84.306 	85.909 	84.862 	79.137 	86.673 	89.309 	87.938 	86.173 	81.585 	: 	: 	: 
A,FC_IND_NSP_E,PC,UK	27.667 	24.583 	24.987 	24.253 	25.129 	23.258 	20.862 	21.209 	20.708 	20.55 	21.973 	25.103 	25.601 	21.068 	19.992 	23.258 	23.482 	22.427 	23.063 	23.53 	23.57 	26.426 	25.21 	26.645 	25.543 	27.543 	39.164 	34.86 	36.472 	37.953 	: 	: 	: 	: 
A,FC_IND_NSP_E,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.616 	6.883 	6.877 	6.667 	7.077 	7.17 	7.068 	2.81 	30.517 	35.652 	27.561 	48.047 	46.836 	42.057 	47.926 	34.035 	22.888 	24.403 	23.394 	26.492 	28.972 	27.377 	27.287 	: 
A,FC_IND_PPP_E,PC,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	58.707 	57.186 	62.962 	68.203 	61.141 	46.418 	46.418 	46.418 	49.209 	59.944 	77.332 	87.474 	100 	88.984 	90.397 	90.849 	90.778 	100 	87.46 	82.421 	71.433 	73.216 	68.966 	69.163 	69.323 
A,FC_IND_PPP_E,PC,AT	25.728 	26.642 	28.179 	28.148 	30.47 	31.109 	31.368 	24.832 	26.204 	28.675 	27.834 	25.732 	27.829 	25.118 	27.642 	25.718 	25.021 	25.34 	25.008 	23.898 	23.637 	24.206 	25.018 	25.17 	25.248 	25.628 	24.045 	23.857 	23.492 	22.843 	22.887 	21.095 	20.867 	19.243 
A,FC_IND_PPP_E,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	58.295 	70.098 	66.477 	56.646 	61.433 	71.079 	70.958 	71.852 	62.975 	: 
A,FC_IND_PPP_E,PC,BE	49.181 	52.662 	52.613 	43.542 	46.14 	39.711 	43.54 	44.657 	46.16 	42.767 	40.689 	41.334 	38.598 	36.391 	35.84 	35.529 	36.39 	35.37 	33.654 	31.678 	34.811 	34.072 	34.298 	30.532 	31.689 	30.72 	30.174 	26.508 	26.08 	26.82 	26.139 	25.305 	26.162 	24.446 
A,FC_IND_PPP_E,PC,BG	89.823 	16.974 	17.357 	22.753 	24.801 	22.889 	19.31 	18.096 	19.931 	22.011 	21.836 	27.572 	23.512 	24.586 	29.015 	21.514 	20.536 	16.022 	19.977 	27.142 	14.97 	13.434 	14.275 	13.572 	16.401 	14.201 	15.469 	17.132 	19.188 	18.426 	18.892 	21.459 	18.787 	19.726 
A,FC_IND_PPP_E,PC,CY	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	100 	58.628 	58.503 	58.653 	60.789 	61.46 	57.059 	54.574 	49.25 	65.839 	59.369 
A,FC_IND_PPP_E,PC,CZ	36.038 	32.922 	29.801 	30.515 	24.771 	29.588 	30.793 	33.005 	46.597 	24.595 	28.383 	29.662 	25.815 	26.374 	35.472 	25.768 	26 	24.923 	25.671 	24.956 	24.041 	23.768 	24.261 	22.853 	24.452 	23.96 	25.233 	25.887 	26.493 	24.414 	24.41 	24.007 	25.726 	26.014 
A,FC_IND_PPP_E,PC,DE	37.225 	33.849 	39.647 	38.921 	37.571 	36.901 	37.985 	39.07 	40.486 	39.054 	40.85 	41.975 	42.449 	39.29 	39.434 	37.292 	36.604 	35.206 	34.944 	35.135 	33.327 	33.977 	34.944 	32.914 	32.33 	32.26 	33.166 	32.339 	32.582 	31.812 	31.867 	32.223 	32.23 	31.426 
A,FC_IND_PPP_E,PC,DK	28.492 	31.014 	30.095 	29.321 	29.227 	30.739 	30.799 	31.946 	32.345 	32.178 	34.693 	34.155 	35.706 	34.887 	36.402 	40.132 	42.041 	46.825 	37.604 	31.817 	30.253 	30.608 	28.686 	37.288 	37.537 	40.431 	47.064 	43.05 	42.264 	42.591 	41.228 	44.138 	49.152 	48.348 
A,FC_IND_PPP_E,PC,EA19	32.523 	31.685 	32.846 	33.304 	33.119 	33.494 	33.382 	33.458 	33.382 	33.035 	31.642 	33.108 	33.176 	32.026 	33.566 	33.081 	32.95 	32.134 	31.695 	31.149 	30.126 	30.323 	29.818 	29.671 	29.155 	28.783 	28.351 	27.956 	27.697 	27.229 	27.14 	26.716 	26.549 	25.401 
