freq,nrg_bal,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,EI_GDP_CLV10,KGOE_TEUR,RO	: 	: 	: 	: 	: 	545.34 	537.86 	530.71 	496.20 	439.56 	433.30 	414.45 	406.15 	413.51 	369.01 	346.65 	332.59 	308.16 	280.85 	260.69 	272.95 	266.72 	256.17 	232.90 	221.99 	216.91 	210.27 	204.95 	194.73 	185.25 	186.53 	187.94 	166.44 	158.25 	156.15 
A,EI_GDP_CLV10,KGOE_TEUR,RS	: 	: 	: 	: 	: 	773.41 	874.83 	863.75 	832.61 	666.75 	680.35 	693.95 	696.40 	701.36 	701.20 	589.15 	596.08 	544.79 	524.10 	486.33 	494.77 	507.18 	457.01 	454.49 	413.16 	450.10 	453.75 	453.34 	427.84 	407.13 	425.15 	401.57 	396.11 	: 	: 
A,EI_GDP_CLV10,KGOE_TEUR,SE	: 	: 	: 	201.62 	207.69 	201.87 	203.12 	193.21 	189.17 	178.33 	161.54 	169.00 	168.07 	162.78 	163.28 	155.28 	145.15 	139.89 	140.41 	133.29 	140.76 	136.82 	136.96 	133.10 	128.95 	118.24 	121.09 	122.46 	120.78 	115.30 	107.53 	107.32 	102.15 	100.30 	100.01 
A,EI_GDP_CLV10,KGOE_TEUR,SI	: 	: 	: 	: 	: 	267.84 	271.19 	268.04 	255.20 	241.97 	237.36 	245.37 	238.03 	234.38 	230.39 	230.57 	216.51 	205.07 	209.52 	199.01 	201.72 	200.39 	199.02 	195.82 	184.12 	178.70 	180.63 	177.50 	170.33 	161.10 	156.41 	148.19 	138.74 	129.26 	131.95 
A,EI_GDP_CLV10,KGOE_TEUR,SK	: 	: 	: 	: 	: 	489.62 	469.10 	445.14 	415.67 	419.69 	418.76 	424.47 	409.70 	388.65 	363.10 	349.19 	317.86 	274.70 	268.15 	259.34 	268.14 	253.45 	241.66 	242.07 	217.84 	216.36 	214.15 	218.94 	206.28 	195.76 	194.20 	198.85 	184.81 	178.95 	167.97 
A,EI_GDP_CLV10,KGOE_TEUR,TR	: 	: 	: 	: 	: 	: 	: 	: 	187.63 	191.32 	197.15 	191.86 	191.54 	191.86 	180.48 	172.55 	177.23 	181.91 	176.69 	185.38 	180.81 	173.74 	173.26 	155.46 	158.95 	161.85 	165.24 	165.50 	158.26 	159.07 	153.65 	150.64 	149.01 	: 	: 
A,EI_GDP_CLV10,KGOE_TEUR,UK	173.12 	180.35 	179.66 	177.13 	175.58 	168.68 	171.75 	159.65 	156.09 	151.46 	147.30 	143.92 	138.77 	136.84 	132.75 	129.80 	124.69 	117.87 	116.95 	113.03 	115.26 	105.95 	106.39 	102.44 	94.16 	93.56 	90.80 	88.13 	86.92 	84.15 	: 	: 	: 	: 	: 
A,EI_GDP_CLV10,KGOE_TEUR,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	606.78 	640.10 	624.34 	592.85 	546.85 	503.57 	467.20 	502.21 	509.49 	461.76 	449.39 	442.92 	467.24 	457.19 	404.14 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,AL	: 	: 	: 	: 	: 	305.51 	304.33 	291.61 	295.49 	361.07 	338.32 	318.94 	337.00 	312.72 	325.23 	309.89 	283.73 	252.28 	244.21 	239.73 	229.13 	233.11 	207.11 	241.81 	236.60 	216.16 	217.42 	219.15 	209.44 	204.16 	196.31 	: 	: 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,AT	: 	: 	: 	: 	: 	113.41 	118.11 	114.80 	112.85 	108.59 	105.00 	109.32 	108.36 	112.76 	111.42 	113.18 	110.58 	104.74 	104.06 	102.47 	107.44 	101.35 	100.42 	101.85 	97.54 	98.64 	97.93 	97.48 	92.94 	93.36 	92.56 	93.32 	84.88 	83.69 	83.60 
A,EI_GDP_CLV15,KGOE_TEUR,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	423.34 	418.03 	443.14 	428.42 	456.84 	429.30 	435.17 	420.37 	399.83 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,BE	: 	: 	: 	: 	: 	201.62 	211.07 	206.20 	207.20 	198.27 	195.41 	191.41 	186.61 	193.89 	188.89 	183.35 	178.69 	172.28 	177.07 	166.42 	173.84 	158.35 	150.52 	155.67 	144.09 	143.20 	150.17 	149.81 	147.20 	144.40 	136.38 	142.45 	127.54 	117.36 	117.98 
A,EI_GDP_CLV15,KGOE_TEUR,BG	: 	: 	: 	: 	: 	775.18 	728.04 	762.08 	706.11 	699.47 	682.40 	687.00 	633.83 	618.60 	565.19 	558.68 	538.71 	495.54 	461.31 	420.91 	419.95 	440.20 	418.41 	391.45 	405.38 	409.80 	389.36 	392.24 	381.86 	364.12 	356.84 	360.17 	350.77 	305.57 	294.57 
A,EI_GDP_CLV15,KGOE_TEUR,CY	: 	: 	: 	: 	: 	178.88 	194.25 	185.94 	186.79 	183.19 	186.72 	181.30 	172.45 	180.99 	157.80 	166.19 	164.61 	161.82 	163.06 	160.66 	151.00 	148.59 	144.67 	138.15 	142.77 	141.65 	143.82 	139.78 	135.05 	127.60 	116.18 	108.51 	107.64 	103.36 	89.38 
A,EI_GDP_CLV15,KGOE_TEUR,CZ	: 	: 	: 	: 	: 	392.63 	387.43 	393.07 	382.17 	351.97 	355.95 	354.85 	354.30 	358.18 	350.71 	326.46 	313.12 	296.19 	283.33 	279.55 	288.83 	272.26 	272.01 	273.41 	258.58 	246.60 	238.15 	236.23 	230.66 	219.13 	217.31 	221.37 	210.81 	193.55 	188.63 
A,EI_GDP_CLV15,KGOE_TEUR,DE	: 	156.45 	150.44 	150.75 	146.32 	145.69 	148.96 	145.18 	141.33 	135.47 	132.49 	134.10 	131.50 	132.60 	132.04 	130.33 	129.31 	119.70 	120.10 	118.91 	120.09 	109.79 	110.19 	112.08 	105.01 	103.83 	102.31 	99.97 	96.49 	93.43 	90.12 	90.22 	84.45 	77.04 	76.23 
A,EI_GDP_CLV15,KGOE_TEUR,DK	103.86 	111.86 	105.59 	110.76 	109.67 	106.00 	114.89 	103.49 	99.98 	93.25 	87.62 	88.36 	85.90 	90.30 	84.93 	80.99 	84.28 	81.93 	79.63 	79.08 	82.03 	75.66 	71.97 	71.80 	67.81 	66.24 	65.64 	63.64 	62.78 	60.44 	56.36 	55.59 	54.09 	53.07 	52.96 
A,EI_GDP_CLV15,KGOE_TEUR,EE	: 	: 	: 	: 	: 	615.77 	612.02 	524.37 	464.38 	442.20 	381.97 	380.20 	333.01 	331.79 	338.15 	312.68 	287.10 	312.16 	290.45 	271.09 	349.06 	314.50 	289.42 	315.23 	285.98 	244.43 	290.52 	272.47 	253.88 	207.23 	200.41 	189.74 	202.02 	180.62 	192.38 
A,EI_GDP_CLV15,KGOE_TEUR,EL	: 	: 	: 	: 	: 	179.33 	178.46 	178.18 	182.52 	176.86 	179.66 	175.87 	168.58 	163.60 	157.82 	156.58 	148.65 	144.03 	144.47 	143.82 	143.79 	155.61 	165.38 	150.18 	147.12 	147.53 	144.74 	149.13 	143.33 	140.40 	130.92 	127.29 	123.12 	116.50 	121.12 
A,EI_GDP_CLV15,KGOE_TEUR,ES	: 	: 	: 	: 	: 	146.26 	142.71 	147.61 	148.61 	148.69 	147.53 	146.30 	146.37 	147.03 	148.95 	147.30 	142.06 	139.39 	133.98 	128.60 	128.08 	128.51 	131.68 	124.35 	120.69 	119.95 	117.48 	119.13 	116.44 	111.50 	110.39 	109.82 	105.79 	100.45 	99.59 
A,EI_GDP_CLV15,KGOE_TEUR,EU27_2020	: 	: 	: 	: 	: 	166.95 	169.56 	164.42 	160.72 	154.59 	150.17 	150.80 	149.55 	151.88 	150.25 	148.10 	144.51 	138.56 	137.33 	134.77 	137.19 	130.76 	129.95 	128.53 	122.16 	120.96 	119.83 	119.00 	115.96 	112.07 	109.00 	108.62 	100.16 	95.85 	94.74 
A,EI_GDP_CLV15,KGOE_TEUR,FI	207.72 	223.37 	218.69 	230.66 	235.81 	214.69 	222.89 	217.67 	208.99 	200.10 	189.27 	188.53 	195.33 	201.64 	195.51 	175.81 	184.09 	171.95 	163.84 	165.93 	175.74 	165.30 	161.54 	160.55 	164.63 	156.80 	158.40 	155.39 	156.34 	151.24 	145.62 	148.62 	142.48 	146.42 	142.54 
A,EI_GDP_CLV15,KGOE_TEUR,FR	155.66 	162.33 	157.37 	160.44 	150.81 	153.53 	160.00 	151.55 	150.96 	146.05 	141.70 	143.40 	142.19 	144.29 	142.66 	140.56 	134.93 	130.45 	130.52 	129.11 	130.45 	125.14 	125.03 	124.61 	118.65 	119.19 	116.25 	113.87 	111.61 	108.24 	103.75 	104.79 	92.81 	94.67 	92.73 
A,EI_GDP_CLV15,KGOE_TEUR,HR	: 	: 	: 	: 	: 	254.74 	260.22 	250.19 	248.52 	256.79 	239.86 	242.06 	234.11 	237.33 	228.00 	222.38 	210.45 	208.24 	199.36 	205.98 	206.75 	202.76 	194.99 	191.46 	183.47 	187.05 	182.37 	182.85 	173.85 	170.89 	176.00 	163.68 	149.20 	149.50 	145.87 
A,EI_GDP_CLV15,KGOE_TEUR,HU	: 	: 	: 	: 	: 	363.19 	372.74 	355.05 	337.39 	325.05 	305.38 	300.30 	286.59 	281.52 	269.11 	278.26 	264.82 	258.29 	251.80 	256.78 	261.46 	251.43 	242.22 	229.23 	218.82 	223.33 	220.75 	221.45 	210.07 	199.93 	204.56 	199.81 	180.66 	171.67 	171.15 
A,EI_GDP_CLV15,KGOE_TEUR,IE	: 	: 	: 	: 	: 	117.42 	118.51 	114.39 	111.12 	104.43 	99.42 	99.52 	95.40 	88.80 	85.04 	82.18 	78.82 	77.44 	80.09 	80.52 	78.73 	71.28 	72.42 	67.35 	61.97 	52.62 	54.84 	49.40 	46.13 	44.07 	37.93 	33.80 	32.19 	32.43 	32.07 
A,EI_GDP_CLV15,KGOE_TEUR,IS	: 	: 	: 	: 	: 	287.33 	295.79 	277.26 	278.17 	299.72 	319.82 	295.35 	303.12 	297.07 	274.70 	263.11 	304.61 	330.56 	372.20 	414.09 	405.34 	426.26 	412.22 	409.53 	402.61 	371.68 	337.65 	344.66 	361.93 	342.67 	346.74 	336.78 	: 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,IT	: 	: 	: 	: 	: 	108.59 	106.87 	106.43 	107.65 	107.12 	105.27 	103.47 	104.00 	109.06 	108.25 	109.45 	106.73 	105.04 	104.75 	103.17 	104.46 	100.20 	99.40 	97.39 	92.05 	94.77 	92.94 	94.58 	92.59 	91.25 	91.23 	90.96 	83.16 	78.77 	77.60 
A,EI_GDP_CLV15,KGOE_TEUR,LT	: 	: 	: 	: 	: 	558.30 	571.35 	496.76 	483.82 	419.24 	369.53 	396.31 	397.32 	374.65 	356.59 	314.35 	289.00 	280.76 	273.57 	296.43 	237.65 	231.74 	223.56 	202.45 	194.21 	193.91 	195.58 	195.67 	190.42 	181.06 	176.86 	173.08 	151.27 	150.86 	153.41 
A,EI_GDP_CLV15,KGOE_TEUR,LU	: 	: 	: 	: 	: 	120.56 	121.09 	113.45 	103.95 	101.26 	100.49 	102.84 	103.86 	106.66 	113.65 	113.16 	105.01 	95.29 	95.66 	93.11 	95.40 	92.90 	89.21 	84.13 	79.75 	77.17 	73.73 	75.20 	76.99 	75.61 	66.33 	66.00 	60.37 	57.75 	57.92 
A,EI_GDP_CLV15,KGOE_TEUR,LV	: 	: 	: 	: 	: 	458.28 	439.31 	390.06 	353.29 	315.59 	286.41 	301.37 	278.84 	271.55 	256.63 	237.79 	215.66 	199.34 	199.63 	232.12 	245.86 	224.49 	217.70 	210.01 	204.74 	195.17 	193.29 	191.08 	183.96 	186.83 	178.97 	175.40 	161.09 	160.47 	158.86 
A,EI_GDP_CLV15,KGOE_TEUR,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	382.29 	355.41 	357.26 	296.70 	338.04 	328.85 	319.01 	286.51 	275.52 	278.80 	263.06 	263.25 	259.50 	258.18 	280.25 	264.98 	241.89 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	449.94 	447.45 	433.30 	461.84 	437.12 	442.09 	426.60 	418.90 	388.45 	362.21 	358.41 	379.50 	366.84 	330.11 	309.91 	293.32 	289.97 	292.98 	267.13 	283.84 	270.27 	266.54 	267.02 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	242.91 	269.33 	255.83 	286.75 	299.88 	241.67 	250.29 	253.98 	255.11 	277.69 	308.01 	290.05 	265.79 	238.80 	226.90 	224.48 	232.22 	246.24 	237.06 	235.94 	227.65 	186.66 	202.13 	191.68 	172.00 
A,EI_GDP_CLV15,KGOE_TEUR,NL	: 	: 	: 	: 	: 	183.62 	186.27 	176.12 	169.64 	160.59 	156.64 	158.36 	159.25 	162.36 	162.66 	159.21 	154.37 	148.76 	143.83 	144.20 	149.54 	140.27 	140.11 	136.90 	128.43 	126.47 	125.75 	123.78 	118.51 	113.82 	113.19 	108.94 	95.39 	92.58 	93.24 
A,EI_GDP_CLV15,KGOE_TEUR,NO	111.91 	110.86 	109.12 	112.70 	105.88 	103.04 	96.29 	97.13 	98.73 	101.10 	96.10 	100.15 	91.11 	96.99 	98.78 	99.14 	97.22 	89.31 	97.65 	97.70 	103.08 	89.29 	92.54 	95.96 	86.37 	76.47 	83.21 	85.66 	85.28 	80.34 	79.43 	79.21 	69.18 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,PL	: 	: 	: 	: 	: 	506.71 	497.39 	461.48 	411.57 	383.38 	350.83 	348.96 	338.53 	335.57 	320.40 	314.24 	311.59 	290.59 	281.67 	263.20 	274.86 	261.18 	247.44 	247.52 	229.32 	222.11 	226.14 	225.14 	221.46 	204.27 	202.46 	201.59 	182.49 	171.02 	165.74 
A,EI_GDP_CLV15,KGOE_TEUR,PT	: 	: 	: 	: 	: 	148.46 	142.30 	143.37 	147.03 	153.24 	149.20 	146.27 	151.07 	149.10 	151.56 	153.72 	144.44 	140.59 	137.13 	139.03 	132.34 	131.86 	129.73 	131.44 	132.06 	135.07 	132.71 	134.46 	127.65 	124.31 	120.32 	114.59 	112.34 	106.10 	102.48 
A,EI_GDP_CLV15,KGOE_TEUR,RO	: 	: 	: 	: 	: 	500.64 	493.77 	487.20 	455.52 	403.52 	397.78 	380.48 	372.86 	379.62 	338.76 	318.23 	305.33 	282.90 	257.83 	239.32 	250.57 	244.86 	235.17 	213.81 	203.79 	199.13 	193.04 	188.15 	178.77 	170.06 	171.24 	172.53 	152.80 	145.27 	143.35 
A,EI_GDP_CLV15,KGOE_TEUR,RS	: 	: 	: 	: 	: 	713.15 	806.66 	796.45 	767.73 	614.80 	627.34 	639.87 	642.14 	646.71 	646.56 	543.24 	549.64 	502.34 	483.26 	448.44 	456.21 	467.66 	421.40 	419.08 	380.97 	415.03 	418.39 	418.01 	394.50 	375.41 	392.02 	370.28 	365.24 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,SE	: 	: 	: 	184.16 	189.71 	184.39 	185.54 	176.48 	172.79 	162.89 	147.55 	154.37 	153.52 	148.69 	149.14 	141.83 	132.58 	127.78 	128.25 	121.75 	128.58 	124.97 	125.10 	121.58 	117.79 	108.00 	110.61 	111.86 	110.33 	105.32 	98.22 	98.03 	93.30 	91.62 	91.35 
A,EI_GDP_CLV15,KGOE_TEUR,SI	: 	: 	: 	: 	: 	255.80 	259.00 	255.99 	243.73 	231.09 	226.69 	234.34 	227.33 	223.84 	220.04 	220.21 	206.77 	195.86 	200.10 	190.07 	192.66 	191.39 	190.07 	187.02 	175.85 	170.66 	172.51 	169.52 	162.67 	153.86 	149.38 	141.53 	132.50 	123.45 	126.01 
A,EI_GDP_CLV15,KGOE_TEUR,SK	: 	: 	: 	: 	: 	474.43 	454.55 	431.34 	402.78 	406.67 	405.77 	411.30 	396.99 	376.60 	351.84 	338.36 	308.01 	266.18 	259.83 	251.30 	259.82 	245.59 	234.17 	234.56 	211.08 	209.64 	207.51 	212.15 	199.88 	189.69 	188.18 	192.68 	179.08 	173.40 	162.76 
A,EI_GDP_CLV15,KGOE_TEUR,TR	: 	: 	: 	: 	: 	: 	: 	: 	198.74 	202.65 	208.83 	203.22 	202.88 	203.22 	191.17 	182.77 	187.73 	192.69 	187.16 	196.36 	191.52 	184.03 	183.52 	164.67 	168.36 	171.44 	175.03 	175.30 	167.64 	168.49 	162.75 	159.57 	157.84 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,UK	135.30 	140.96 	140.42 	138.44 	137.23 	131.98 	134.38 	124.91 	122.13 	118.50 	115.25 	112.60 	108.58 	107.06 	103.86 	101.56 	97.56 	92.22 	91.51 	88.43 	90.18 	82.90 	83.24 	80.15 	73.68 	73.20 	71.04 	68.95 	68.01 	65.84 	: 	: 	: 	: 	: 
A,EI_GDP_CLV15,KGOE_TEUR,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	537.50 	567.00 	553.05 	525.15 	484.41 	446.06 	413.85 	444.87 	451.30 	409.03 	398.07 	392.34 	413.88 	404.99 	357.99 	: 	: 
A,EI_GDP_PPS,KGOE_TEUR_PPS,AL	: 	: 	: 	: 	: 	: 	: 	169.28 	169.93 	204.42 	186.47 	173.14 	178.70 	163.49 	166.77 	155.61 	139.73 	120.42 	113.73 	111.46 	101.40 	101.62 	89.75 	108.03 	101.92 	91.89 	95.55 	95.71 	91.41 	87.96 	84.63 	80.71 	66.62 	: 	: 
A,EI_GDP_PPS,KGOE_TEUR_PPS,AT	: 	: 	: 	: 	: 	173.77 	176.43 	171.07 	166.71 	159.56 	150.40 	156.78 	151.30 	153.23 	147.87 	146.78 	141.19 	132.92 	129.74 	127.41 	131.89 	122.51 	117.43 	117.36 	111.20 	109.58 	107.58 	106.98 	100.23 	99.80 	96.92 	95.01 	81.42 	75.97 	73.86 
A,EI_GDP_PPS,KGOE_TEUR_PPS,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	210.40 	206.37 	217.48 	210.48 	219.15 	202.30 	206.03 	194.32 	173.43 	: 	: 
A,EI_GDP_PPS,KGOE_TEUR_PPS,BE	: 	: 	: 	: 	: 	304.61 	314.53 	308.79 	309.16 	291.45 	273.73 	261.62 	247.95 	253.35 	246.79 	234.99 	226.19 	216.55 	219.20 	205.96 	207.74 	186.84 	173.29 	177.29 	162.67 	159.32 	165.70 	162.80 	157.41 	151.77 	139.79 	143.14 	120.21 	104.78 	102.80 
A,EI_GDP_PPS,KGOE_TEUR_PPS,BG	: 	: 	: 	: 	: 	433.79 	481.38 	525.16 	475.87 	459.89 	428.96 	423.54 	381.61 	364.88 	328.90 	312.77 	301.66 	267.10 	241.64 	222.94 	215.13 	223.53 	209.55 	196.72 	196.85 	197.78 	184.91 	182.33 	173.48 	162.79 	155.51 	150.75 	135.29 	111.10 	101.51 
A,EI_GDP_PPS,KGOE_TEUR_PPS,CY	: 	: 	: 	: 	: 	219.07 	231.27 	220.98 	221.78 	214.52 	212.98 	198.70 	189.96 	195.79 	166.37 	168.82 	164.10 	152.53 	149.25 	148.14 	139.99 	137.39 	134.32 	128.81 	134.37 	130.64 	129.59 	124.64 	120.21 	112.21 	103.58 	95.02 	88.52 	79.87 	67.16 
A,EI_GDP_PPS,KGOE_TEUR_PPS,CZ	: 	: 	: 	: 	: 	346.95 	333.21 	337.72 	325.85 	294.79 	296.81 	282.83 	279.99 	273.22 	262.93 	246.17 	239.15 	217.54 	202.58 	196.07 	203.64 	190.73 	189.07 	184.59 	170.07 	162.66 	155.73 	151.80 	145.41 	135.63 	131.59 	133.41 	120.98 	101.94 	95.53 
A,EI_GDP_PPS,KGOE_TEUR_PPS,DE	: 	: 	: 	: 	: 	212.39 	211.41 	208.09 	201.43 	188.25 	183.71 	181.36 	173.78 	169.39 	163.67 	159.87 	158.02 	142.86 	141.56 	139.62 	138.70 	124.64 	124.21 	124.72 	114.62 	112.36 	109.47 	105.49 	99.99 	96.57 	91.78 	89.59 	79.21 	68.08 	65.17 
A,EI_GDP_PPS,KGOE_TEUR_PPS,DK	: 	: 	: 	: 	: 	218.16 	228.57 	204.21 	195.10 	180.03 	163.64 	161.96 	152.93 	159.74 	144.68 	135.49 	137.60 	129.50 	119.58 	118.07 	116.29 	106.47 	101.10 	99.49 	93.34 	90.24 	89.31 	84.08 	82.24 	79.01 	71.02 	67.26 	59.72 	59.43 	57.85 
A,EI_GDP_PPS,KGOE_TEUR_PPS,EE	: 	: 	: 	: 	: 	733.46 	721.45 	618.21 	547.62 	517.83 	440.11 	428.15 	360.07 	344.43 	342.44 	304.05 	273.09 	281.59 	246.88 	225.49 	281.81 	244.11 	221.57 	237.74 	212.97 	182.75 	215.50 	199.67 	181.04 	145.63 	138.68 	130.70 	128.26 	107.48 	109.62 
A,EI_GDP_PPS,KGOE_TEUR_PPS,EL	: 	: 	: 	: 	: 	201.13 	192.58 	190.46 	192.50 	186.45 	186.49 	176.75 	164.79 	159.32 	152.07 	150.77 	139.34 	136.40 	131.87 	131.10 	132.50 	142.46 	147.18 	128.60 	125.22 	124.97 	123.24 	125.21 	120.03 	117.12 	109.38 	103.17 	93.75 	82.94 	83.81 
A,EI_GDP_PPS,KGOE_TEUR_PPS,ES	: 	: 	: 	: 	: 	195.54 	184.80 	189.28 	186.73 	185.13 	178.82 	172.65 	166.37 	164.09 	162.18 	154.24 	140.85 	133.70 	126.50 	123.24 	123.53 	123.84 	124.88 	116.64 	112.14 	110.90 	108.28 	107.65 	105.50 	99.30 	99.32 	93.65 	84.87 	74.91 	72.16 
A,EI_GDP_PPS,KGOE_TEUR_PPS,EU27_2020	: 	: 	: 	: 	: 	234.08 	231.14 	224.00 	216.28 	204.82 	195.12 	191.00 	184.70 	184.24 	178.69 	171.98 	164.16 	152.87 	147.68 	145.07 	145.41 	136.80 	134.17 	131.19 	123.79 	120.96 	118.94 	116.55 	111.99 	106.40 	101.64 	98.89 	86.37 	77.79 	74.43 
A,EI_GDP_PPS,KGOE_TEUR_PPS,FI	: 	: 	: 	: 	: 	352.97 	364.89 	352.62 	330.97 	312.76 	290.42 	286.37 	295.43 	305.08 	287.01 	256.72 	266.98 	239.69 	220.09 	221.18 	233.99 	217.27 	210.56 	208.04 	211.78 	197.96 	200.75 	193.66 	191.31 	184.04 	172.29 	169.33 	153.67 	149.73 	142.18 
A,EI_GDP_PPS,KGOE_TEUR_PPS,FR	: 	: 	: 	: 	: 	234.52 	237.55 	223.11 	219.72 	209.24 	196.62 	192.05 	186.11 	191.22 	188.00 	177.61 	168.12 	158.77 	156.79 	155.77 	153.87 	146.35 	146.48 	142.52 	135.20 	134.06 	129.87 	126.28 	121.75 	113.56 	105.64 	107.23 	92.54 	88.66 	84.79 
A,EI_GDP_PPS,KGOE_TEUR_PPS,HR	: 	: 	: 	: 	: 	246.15 	244.45 	234.49 	231.07 	235.44 	214.28 	212.96 	200.61 	199.92 	187.39 	180.59 	162.07 	152.89 	141.40 	144.64 	144.72 	137.34 	128.34 	124.87 	119.28 	120.01 	116.60 	114.81 	107.94 	103.79 	105.37 	95.42 	84.09 	76.53 	74.53 
A,EI_GDP_PPS,KGOE_TEUR_PPS,HU	: 	: 	: 	: 	: 	326.50 	326.23 	309.59 	291.10 	276.01 	250.59 	231.53 	213.21 	204.87 	196.96 	201.89 	191.76 	182.08 	168.42 	165.05 	161.93 	152.54 	145.71 	136.49 	131.03 	132.81 	133.58 	134.21 	125.78 	118.89 	118.92 	114.60 	97.59 	86.38 	83.83 
A,EI_GDP_PPS,KGOE_TEUR_PPS,IE	: 	: 	: 	: 	: 	191.11 	187.84 	182.60 	173.20 	164.36 	152.10 	146.86 	136.89 	125.16 	118.32 	112.96 	104.35 	99.87 	104.16 	107.65 	102.04 	90.16 	89.32 	82.65 	77.13 	59.25 	62.63 	56.23 	52.55 	50.76 	44.34 	37.97 	33.27 	32.82 	31.00 
A,EI_GDP_PPS,KGOE_TEUR_PPS,IS	: 	: 	: 	: 	: 	441.49 	451.73 	414.77 	415.89 	445.66 	491.68 	436.89 	441.23 	436.69 	398.11 	379.22 	441.60 	488.46 	532.41 	585.05 	585.20 	616.63 	589.54 	587.04 	564.28 	501.76 	455.00 	459.51 	485.50 	451.45 	460.94 	423.65 	: 	: 	: 
A,EI_GDP_PPS,KGOE_TEUR_PPS,IT	: 	: 	: 	: 	: 	153.13 	146.62 	145.39 	143.67 	141.42 	137.20 	133.11 	131.92 	135.49 	134.60 	133.49 	126.25 	120.08 	115.23 	112.77 	113.53 	106.69 	103.50 	101.17 	95.73 	97.36 	92.57 	93.17 	90.26 	87.22 	85.37 	83.24 	72.05 	64.38 	61.85 
A,EI_GDP_PPS,KGOE_TEUR_PPS,LT	: 	: 	: 	: 	: 	495.52 	493.17 	428.26 	413.66 	352.77 	302.33 	312.77 	306.84 	279.64 	265.84 	230.98 	210.70 	199.36 	188.84 	206.63 	155.32 	146.14 	139.02 	125.10 	119.93 	120.24 	122.24 	119.97 	115.18 	107.84 	105.50 	98.97 	81.75 	76.64 	75.87 
A,EI_GDP_PPS,KGOE_TEUR_PPS,LU	: 	: 	: 	: 	: 	253.44 	242.94 	224.34 	209.01 	192.14 	183.00 	187.96 	187.65 	189.81 	194.34 	183.22 	159.39 	143.65 	134.46 	133.75 	133.95 	125.22 	117.73 	109.64 	100.56 	94.58 	91.43 	91.94 	93.69 	92.89 	80.71 	75.61 	65.06 	58.58 	56.37 
A,EI_GDP_PPS,KGOE_TEUR_PPS,LV	: 	: 	: 	: 	: 	430.18 	399.74 	354.11 	318.22 	280.30 	251.11 	253.04 	233.86 	229.88 	215.59 	198.16 	187.24 	168.68 	155.60 	178.56 	177.24 	160.68 	155.20 	148.26 	142.68 	135.06 	134.01 	130.45 	123.99 	123.27 	114.93 	107.91 	95.22 	86.41 	83.56 
A,EI_GDP_PPS,KGOE_TEUR_PPS,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	225.31 	188.81 	186.41 	158.67 	176.63 	169.56 	168.41 	149.26 	142.19 	139.48 	125.81 	123.27 	118.36 	113.91 	122.66 	114.19 	97.83 	: 	: 
A,EI_GDP_PPS,KGOE_TEUR_PPS,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	260.60 	255.25 	241.44 	253.83 	231.73 	223.27 	210.43 	205.50 	181.46 	165.27 	163.09 	174.14 	165.69 	146.79 	136.01 	128.75 	124.16 	123.48 	109.62 	116.00 	109.74 	103.28 	99.71 	: 	: 
A,EI_GDP_PPS,KGOE_TEUR_PPS,MT	: 	: 	: 	: 	: 	189.51 	168.18 	202.11 	154.46 	158.42 	248.59 	269.13 	248.46 	268.78 	271.89 	216.81 	225.77 	224.21 	223.03 	243.07 	263.20 	248.78 	227.38 	203.60 	193.41 	187.23 	190.85 	201.55 	193.18 	187.85 	179.09 	145.85 	153.50 	138.54 	120.55 
