freq,siec,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,C0129,PC,FI	109.176 	91.999 	86.102 	99.732 	108.986 	85.276 	86.887 	101.771 	84.119 	60.308 	97.570 	99.979 	84.562 	116.813 	103.037 	103.912 	85.808 	92.831 	117.549 	110.938 	79.546 	120.682 	80.422 	84.533 	125.802 	79.886 	81.803 	88.443 	95.791 	92.083 	84.793 	58.296 	128.732 	43.792 	62.726 
A,C0129,PC,FR	56.111 	61.014 	73.012 	49.712 	35.194 	35.925 	48.219 	44.650 	64.393 	69.865 	80.928 	79.044 	90.276 	72.375 	91.399 	89.370 	109.012 	87.702 	116.604 	92.113 	100.896 	104.177 	90.869 	87.921 	98.306 	96.507 	86.833 	103.215 	100.899 	94.059 	93.434 	88.116 	103.022 	98.608 	88.727 
A,C0129,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.000 	100.000 	86.441 	105.435 	107.122 	112.312 	101.639 	108.636 	91.355 	73.739 	: 	: 
A,C0129,PC,HR	0.000 	0.000 	37.282 	50.739 	52.341 	74.326 	45.451 	43.037 	78.888 	128.647 	112.793 	91.855 	100.856 	100.466 	110.035 	90.613 	109.720 	101.860 	112.986 	89.266 	102.781 	98.474 	87.294 	110.771 	92.236 	102.412 	102.411 	100.873 	90.561 	108.610 	106.728 	100.741 	101.282 	110.044 	76.884 
A,C0129,PC,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	101.403 	100.000 	104.458 	102.935 	89.250 	105.121 	103.357 	110.287 	80.002 	63.710 	69.677 	67.753 	84.699 	111.368 	91.820 	102.823 	103.076 	100.000 	92.011 	98.663 	84.910 	120.566 	120.764 
A,C0129,PC,IE	95.207 	97.873 	104.211 	100.151 	88.500 	106.364 	93.267 	108.545 	99.216 	96.048 	93.021 	100.446 	103.032 	95.389 	102.512 	100.694 	99.836 	90.109 	113.417 	111.549 	77.298 	115.139 	89.644 	111.772 	97.560 	103.595 	82.801 	110.966 	113.954 	62.040 	55.153 	106.465 	130.932 	88.040 	41.933 
A,C0129,PC,IS	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 
A,C0129,PC,IT	92.934 	102.143 	102.577 	91.971 	93.285 	109.059 	100.902 	94.845 	95.307 	101.494 	104.039 	98.154 	98.084 	99.393 	102.058 	98.689 	99.653 	98.609 	100.201 	99.545 	102.551 	96.092 	98.575 	95.846 	99.261 	100.256 	97.844 	100.746 	102.902 	98.568 	91.616 	97.003 	102.754 	95.591 	91.111 
A,C0129,PC,LT	97.007 	100.000 	139.666 	51.613 	96.473 	69.086 	120.710 	82.422 	102.283 	83.333 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	107.639 	113.087 	100.000 	108.262 	97.697 	90.079 	91.429 	109.062 	98.832 	109.067 	86.736 	91.207 	132.108 	86.973 	103.175 
A,C0129,PC,LU	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	103.404 	98.237 	97.375 	92.801 	109.052 	99.786 	109.270 	95.357 	101.095 	91.682 	115.406 	86.480 	98.201 	99.528 	100.812 
A,C0129,PC,LV	99.019 	100.000 	97.738 	87.479 	87.529 	92.857 	87.029 	110.204 	84.932 	98.413 	82.474 	68.504 	100.000 	122.772 	96.939 	96.667 	123.077 	92.593 	101.235 	93.846 	106.587 	102.326 	99.265 	90.000 	77.451 	85.185 	85.714 	88.454 	91.534 	110.369 	87.406 	91.342 	195.027 	87.965 	64.401 
A,C0129,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	112.281 	89.333 	73.077 	183.333 	104.762 	87.654 	88.636 	96.296 	107.693 	92.500 	77.143 	93.023 	93.197 	: 	: 
A,C0129,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0129,PC,MK	100.000 	60.000 	100.000 	95.588 	49.180 	61.111 	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	0.000 	100.000 	0.000 	0.000 	100.000 	100.000 	127.273 	90.652 	100.000 	109.920 	97.163 	9.895 	117.910 	100.000 	: 	: 
A,C0129,PC,MT	100.000 	100.000 	100.000 	100.000 	102.941 	71.154 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0129,PC,NL	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	99.207 	101.349 	99.357 	101.362 	99.991 	98.680 	100.585 	99.179 	101.976 	99.143 	99.105 	99.848 	100.301 	102.275 	98.680 	99.206 	99.817 	100.305 	102.387 	93.050 	97.898 	105.393 	97.864 	96.225 
A,C0129,PC,NO	61.282 	48.458 	68.855 	59.466 	67.470 	73.674 	72.377 	67.972 	66.080 	59.714 	34.535 	-73.253 	-170.538 	-249.507 	-216.083 	-125.660 	-272.841 	-365.212 	-327.482 	-366.729 	-142.635 	-102.185 	-72.944 	-195.604 	-105.479 	-54.695 	-35.393 	84.856 	79.821 	86.214 	89.482 	86.260 	89.321 	: 	: 
A,C0129,PC,PL	-18.314 	-13.849 	-14.716 	-11.677 	-20.877 	-23.739 	-22.006 	-25.948 	-31.987 	-27.276 	-29.773 	-31.035 	-28.979 	-25.468 	-26.813 	-20.985 	-15.893 	-10.362 	-1.464 	1.244 	2.144 	9.414 	3.707 	-2.261 	0.740 	-3.960 	-2.741 	6.651 	23.881 	20.606 	17.637 	10.665 	28.114 	31.175 	11.242 
A,C0129,PC,PT	112.680 	98.478 	100.511 	97.871 	96.609 	105.872 	100.601 	104.991 	100.065 	98.954 	103.942 	95.132 	99.982 	99.664 	95.146 	96.264 	105.785 	100.483 	90.909 	106.767 	98.583 	97.190 	103.321 	95.518 	96.894 	98.471 	102.357 	105.657 	98.910 	122.338 	-8.631 	0.073 	98.712 	125.104 	122.608 
A,C0129,PC,RO	31.840 	19.206 	43.488 	6.761 	3.252 	34.059 	52.490 	41.303 	62.822 	85.847 	40.323 	94.313 	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0129,PC,RS	0.000 	0.000 	3.460 	0.000 	0.000 	0.000 	35.592 	28.029 	24.345 	58.306 	55.716 	60.730 	62.287 	67.424 	51.386 	100.000 	100.000 	109.672 	104.794 	92.690 	104.563 	93.406 	105.110 	96.539 	95.687 	105.206 	95.706 	99.473 	99.495 	98.867 	96.161 	110.615 	97.447 	: 	: 
A,C0129,PC,SE	101.699 	81.991 	82.230 	86.435 	70.699 	101.385 	80.860 	106.590 	97.709 	109.567 	117.172 	85.086 	83.256 	117.593 	89.409 	101.799 	98.035 	100.251 	100.084 	82.880 	103.532 	103.475 	97.531 	95.324 	101.234 	100.661 	93.103 	97.794 	100.534 	92.426 	102.787 	95.690 	102.838 	96.701 	102.961 
A,C0129,PC,SI	70.968 	93.333 	107.692 	117.647 	104.545 	100.000 	84.615 	100.000 	121.429 	70.001 	118.182 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	113.469 	117.064 	112.065 	135.343 	129.598 	143.681 	177.089 	299.784 	124.234 	118.182 	100.700 	90.393 	95.876 	97.738 	103.782 	95.658 	99.439 	95.674 
A,C0129,PC,SK	99.672 	91.215 	94.548 	93.696 	111.359 	84.262 	120.500 	115.648 	90.764 	94.700 	109.462 	101.844 	94.238 	93.590 	101.609 	113.614 	79.098 	112.586 	94.148 	101.425 	75.487 	94.068 	116.978 	90.102 	93.347 	88.717 	93.470 	93.342 	108.328 	104.393 	94.466 	81.340 	102.734 	103.429 	77.238 
A,C0129,PC,TR	65.695 	66.343 	52.696 	58.685 	55.317 	62.908 	74.911 	71.205 	71.940 	76.011 	83.800 	74.695 	86.925 	97.453 	87.157 	91.456 	88.950 	92.436 	87.171 	94.075 	95.214 	81.935 	96.394 	94.642 	96.962 	99.392 	99.161 	101.401 	97.265 	93.338 	97.254 	98.350 	97.716 	: 	: 
A,C0129,PC,UA	11.330 	23.937 	28.345 	21.381 	23.086 	23.211 	14.354 	12.975 	17.072 	4.088 	9.370 	4.517 	6.967 	17.597 	-2.736 	1.228 	7.558 	10.957 	13.331 	3.235 	13.434 	7.198 	8.322 	15.952 	4.192 	25.591 	15.187 	27.521 	20.867 	31.388 	13.231 	: 	: 	: 	: 
A,C0129,PC,UK	4.307 	9.518 	13.083 	12.288 	8.828 	11.742 	14.616 	20.123 	22.050 	24.815 	28.187 	49.232 	42.319 	43.976 	54.267 	67.773 	72.670 	62.794 	73.456 	77.829 	41.540 	58.036 	67.095 	83.150 	86.313 	51.569 	38.193 	47.834 	79.222 	70.532 	: 	: 	: 	: 	: 
A,C0129,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.001 	100.000 	: 	: 
A,C0210,PC,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0210,PC,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 
A,C0210,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0210,PC,BE	-4.114 	-5.913 	-1.425 	-2.351 	-1.082 	-0.341 	-15.429 	-0.739 	-0.813 	0.000 	-12.502 	-18.239 	-23.002 	-26.966 	-27.524 	-26.298 	-53.499 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	7.189 	6.923 	12.242 	3.242 	7.353 	1.436 	0.000 	1.359 	0.793 	0.804 	-1.961 	-5.586 
A,C0210,PC,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	283.461 	73.715 
A,C0210,PC,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,EA20	3.757 	2.796 	2.409 	5.852 	8.975 	14.825 	10.182 	7.562 	13.891 	18.920 	13.789 	20.325 	22.986 	25.792 	26.438 	26.443 	32.588 	32.703 	45.236 	52.052 	65.836 	27.159 	39.768 	44.330 	37.368 	35.545 	35.574 	24.197 	32.010 	48.874 	80.190 	56.490 	116.838 	118.332 	25.384 
A,C0210,PC,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,ES	0.024 	0.000 	0.000 	0.000 	5.655 	10.642 	3.691 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,EU27_2020	20.571 	24.497 	11.423 	9.967 	12.354 	14.559 	13.285 	16.776 	16.155 	21.240 	23.965 	26.619 	27.674 	32.192 	42.450 	47.164 	51.724 	62.095 	68.504 	67.043 	80.565 	48.572 	61.830 	62.792 	51.230 	53.379 	58.874 	48.287 	52.539 	80.700 	80.427 	77.576 	104.624 	109.394 	57.015 
A,C0210,PC,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0210,PC,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,HU	71.991 	100.603 	80.849 	106.443 	106.103 	121.532 	107.648 	157.962 	93.298 	100.402 	110.257 	68.437 	96.679 	105.329 	104.894 	95.078 	93.312 	97.817 	106.137 	87.658 	103.548 	110.387 	84.297 	94.531 	93.585 	100.606 	97.130 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 
A,C0210,PC,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	91.964 	105.911 	110.811 	100.431 	102.482 	98.715 	93.386 	117.123 	68.794 	80.645 	106.667 	6.250 	100.000 	0.000 	0.000 	0.000 	86.666 	133.338 	0.000 	0.000 	0.000 	109.052 	96.666 	0.000 
A,C0210,PC,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0210,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0210,PC,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	103.772 	100.000 	101.161 	100.000 	98.920 	122.360 	70.457 	131.790 	90.219 	103.150 	81.602 	128.220 	85.464 	91.620 	96.243 	111.237 	102.006 	135.299 	59.208 	121.548 	: 	: 
A,C0210,PC,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0210,PC,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,RO	0.000 	0.000 	0.000 	0.000 	0.000 	3.292 	0.000 	16.701 	0.088 	0.105 	0.000 	0.000 	0.000 	0.000 	107.289 	98.025 	91.218 	98.029 	95.830 	95.004 	106.082 	93.351 	99.139 	100.334 	85.751 	94.922 	97.269 	103.574 	95.227 	115.280 	80.591 	88.384 	96.271 	97.917 	101.072 
A,C0210,PC,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	97.697 	92.503 	96.114 	161.811 	28.787 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0210,PC,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,SI	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	86.087 	93.913 	127.251 	100.000 	92.782 	100.000 	92.239 	97.549 	93.364 	100.564 	93.988 	129.126 	84.113 	98.978 	92.638 	116.006 	94.553 	99.237 	99.453 	97.095 	92.424 	97.954 	122.334 	114.522 	57.431 	140.386 	140.204 	14.042 
A,C0210,PC,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0210,PC,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0210,PC,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 
A,C0210,PC,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,C0210,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0220,PC,AL	-12.371 	-10.132 	-37.594 	-3.883 	0.000 	0.000 	0.000 	0.000 	0.000 	58.824 	58.904 	75.294 	75.807 	9.375 	9.375 	16.667 	16.667 	16.667 	12.857 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0220,PC,AT	1.318 	1.805 	1.301 	0.000 	1.530 	1.664 	2.653 	1.748 	1.501 	-0.064 	1.203 	1.829 	0.000 	0.000 	2.000 	3.536 	11.584 	100.000 	100.000 	100.000 	100.111 	99.828 	100.235 	100.860 	100.000 	98.742 	100.000 	100.000 	100.000 	100.000 	100.000 	99.995 	100.000 	100.000 	99.996 
A,C0220,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-3.480 	-2.577 	-1.239 	-0.998 	-0.630 	-0.363 	-0.630 	-0.933 	-7.170 	: 	: 
A,C0220,PC,BE	100.000 	100.364 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0220,PC,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	-0.039 	0.000 	0.000 	0.000 	-0.008 	0.000 	-0.050 	-0.054 	-0.294 	-0.583 	-0.725 	-0.732 	-0.403 	-0.254 	-0.087 	-0.164 	-0.343 	-0.461 	-0.310 	-0.076 	-1.351 	-5.487 	0.032 
A,C0220,PC,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
