freq,siec,unit,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,C0110,PC,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 
A,C0110,PC,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	99.996 	300.013 	0.000 	0.000 	100.000 	100.052 	0.000 	0.000 	0.000 	0.000 	0.000 	-26.541 	315.845 
A,C0110,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	90.698 	113.821 	105.036 	97.414 	87.931 	105.556 	74.074 	121.311 	104.444 	89.344 	111.579 	75.962 	128.886 	: 	: 
A,C0110,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0110,PC,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	96.802 	100.395 	132.551 	99.700 	31.400 	60.798 	100.834 	: 	: 
A,C0110,PC,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0110,PC,NL	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	113.981 	97.879 	77.638 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 
A,C0110,PC,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0110,PC,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	106.432 	144.848 	100.000 	95.942 	105.368 	91.216 	99.104 	112.328 	78.947 
A,C0110,PC,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	77.273 	112.500 	118.750 	114.410 	63.523 	104.792 	103.880 	84.541 	91.667 	100.000 	50.000 	45.666 	98.439 	95.895 	100.136 	97.393 	108.767 	83.987 	104.757 
A,C0110,PC,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	102.817 	105.128 	103.448 	102.985 	113.402 	78.571 	117.742 	118.400 	89.404 	105.343 	90.714 	96.491 	116.667 	102.412 	103.319 	97.590 	107.003 	103.276 	69.250 	89.581 	102.818 
A,C0110,PC,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	150.004 	100.000 	143.697 	100.000 	86.784 	107.169 	129.152 	90.246 	94.276 	112.288 	80.378 	108.508 	97.687 	93.281 	100.132 	100.011 	99.448 	: 	: 
A,C0110,PC,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0110,PC,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0110,PC,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	104.889 	79.237 	110.507 	108.648 	103.965 	98.889 	100.000 	124.324 	102.703 	100.457 	99.180 	84.431 	128.262 	83.420 	116.456 	86.250 	84.106 	97.802 	62.069 	55.883 
A,C0110,PC,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	: 	: 
A,C0110,PC,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	-21.596 	-22.247 	-27.664 	-36.930 	-55.806 	-70.268 	-80.356 	-57.703 	-84.896 	-36.178 	35.774 	52.168 	91.499 	103.837 	107.742 	97.206 	: 	: 	: 	: 
A,C0110,PC,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 
A,C0110,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	100.000 	100.000 	100.000 	: 	: 
A,C0121,PC,AL	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0121,PC,AT	101.669 	98.807 	106.266 	94.086 	99.792 	93.187 	96.178 	102.653 	96.179 	97.946 	92.595 	98.414 	98.297 	97.996 	94.245 	108.656 	95.472 	97.860 	103.652 	98.112 	103.740 	97.568 	99.308 	98.162 	103.215 	97.249 	98.979 	99.293 	100.901 	104.485 	99.109 	98.384 	98.084 	105.559 	97.526 
A,C0121,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.705 	103.846 	105.170 	107.165 	100.034 	113.317 	95.782 	102.291 	97.011 	: 	: 
A,C0121,PC,BE	99.651 	101.645 	101.702 	94.394 	93.460 	111.189 	116.372 	102.430 	106.988 	100.076 	92.287 	104.565 	94.088 	94.112 	98.621 	107.355 	92.752 	93.997 	102.782 	84.576 	104.378 	103.800 	100.821 	91.925 	98.883 	101.019 	90.125 	100.890 	103.058 	96.350 	113.492 	88.324 	103.741 	103.417 	95.454 
A,C0121,PC,BG	100.000 	99.062 	99.403 	97.143 	100.527 	102.422 	96.445 	101.268 	98.402 	103.853 	98.433 	99.465 	101.636 	99.111 	100.085 	99.239 	100.106 	98.668 	98.618 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,CZ	-43.868 	-37.515 	-61.083 	-57.295 	-60.983 	-66.706 	-63.715 	-50.717 	-59.754 	-70.661 	-67.164 	-50.579 	-59.240 	-69.491 	-61.333 	-60.017 	-75.401 	-86.274 	-66.295 	-107.886 	-72.186 	-35.237 	-64.983 	-33.277 	-16.659 	-7.578 	-11.646 	18.648 	37.780 	41.238 	56.719 	49.436 	69.957 	69.203 	70.000 
A,C0121,PC,DE	-5.439 	-2.772 	1.776 	2.380 	1.822 	2.050 	7.055 	8.561 	14.838 	13.292 	18.825 	18.800 	23.606 	24.063 	29.905 	33.097 	41.115 	41.857 	46.247 	40.964 	48.751 	53.201 	50.326 	62.297 	67.934 	66.943 	81.417 	81.182 	81.694 	98.002 	95.879 	108.309 	100.000 	100.000 	100.000 
A,C0121,PC,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,EA20	45.085 	46.725 	50.393 	49.866 	50.272 	51.783 	56.937 	58.018 	61.631 	61.228 	65.029 	68.596 	65.871 	64.189 	69.194 	72.609 	74.349 	75.009 	79.094 	70.544 	81.657 	80.715 	78.082 	86.338 	86.851 	86.278 	91.711 	91.348 	92.318 	99.919 	96.127 	101.388 	100.612 	101.406 	100.000 
A,C0121,PC,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,ES	93.752 	97.793 	101.116 	103.791 	94.951 	97.947 	99.401 	99.337 	102.198 	105.157 	105.596 	98.443 	98.194 	92.250 	103.614 	103.119 	101.856 	99.755 	97.625 	82.254 	111.212 	98.070 	96.146 	119.877 	86.530 	93.839 	94.898 	98.058 	102.014 	90.698 	53.010 	94.524 	100.817 	114.634 	94.239 
A,C0121,PC,EU27_2020	24.727 	26.557 	28.480 	25.555 	29.302 	28.985 	34.184 	37.334 	41.838 	39.378 	44.445 	46.892 	45.452 	44.199 	49.298 	53.220 	52.277 	55.432 	60.293 	48.544 	59.769 	59.771 	56.045 	58.966 	61.268 	58.810 	64.483 	67.572 	68.527 	72.092 	65.717 	66.887 	69.737 	68.783 	69.830 
A,C0121,PC,FI	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	95.717 	94.814 	102.344 	98.264 	97.975 	103.534 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	104.809 	110.033 	99.218 	98.683 	94.988 	102.752 	105.423 	107.337 	94.472 	107.233 	102.439 	96.122 	90.367 	109.983 	91.164 	106.490 
A,C0121,PC,FR	81.167 	82.721 	83.881 	83.644 	87.692 	94.327 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	93.374 	103.941 	100.124 	97.379 	97.021 	102.763 	94.971 	102.427 	104.940 	98.066 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0121,PC,HR	102.677 	88.525 	115.660 	91.589 	87.812 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,HU	63.369 	90.539 	91.984 	97.211 	101.415 	101.141 	101.793 	104.845 	99.108 	94.631 	96.406 	104.104 	95.826 	92.940 	101.278 	111.139 	96.849 	100.616 	100.349 	95.205 	103.180 	97.574 	100.420 	100.391 	102.087 	98.719 	99.918 	101.591 	102.675 	98.714 	97.371 	98.510 	97.249 	102.556 	91.228 
A,C0121,PC,IE	100.000 	100.000 	100.000 	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 
A,C0121,PC,IT	100.174 	98.226 	97.662 	99.053 	102.395 	101.235 	101.830 	96.496 	100.649 	101.266 	108.111 	105.199 	90.803 	90.586 	99.823 	102.735 	98.341 	101.485 	102.464 	89.372 	98.465 	95.503 	91.074 	93.028 	97.805 	102.048 	98.975 	97.748 	94.052 	97.474 	97.938 	95.995 	101.199 	95.335 	107.821 
A,C0121,PC,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	100.000 	100.000 	0.000 	100.000 	0.000 	: 	: 
A,C0121,PC,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0121,PC,MK	112.820 	94.805 	100.000 	62.857 	71.212 	77.143 	100.000 	100.000 	107.018 	82.474 	89.552 	97.999 	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0121,PC,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,NL	100.000 	100.000 	100.000 	100.000 	100.000 	100.690 	96.298 	105.945 	103.832 	96.039 	97.003 	103.108 	98.511 	98.154 	99.483 	100.030 	99.597 	101.485 	101.105 	92.513 	105.970 	104.438 	99.155 	97.197 	104.446 	90.681 	99.270 	104.663 	98.007 	101.081 	92.854 	99.385 	98.910 	105.107 	99.523 
A,C0121,PC,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0121,PC,PL	-59.218 	-60.739 	-71.254 	-92.794 	-65.434 	-62.755 	-50.684 	-30.969 	-15.012 	-26.906 	-30.468 	-24.445 	-24.694 	-16.745 	-17.999 	-22.817 	-16.926 	-0.728 	13.922 	5.367 	10.857 	5.078 	0.137 	0.027 	2.115 	2.899 	-1.706 	6.652 	4.724 	7.003 	-7.927 	-1.899 	-1.849 	-9.893 	-6.804 
A,C0121,PC,PT	120.447 	84.530 	93.834 	96.970 	105.985 	118.681 	75.227 	111.349 	102.335 	102.692 	97.988 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,RO	72.851 	81.602 	89.007 	76.626 	95.574 	92.745 	85.687 	101.074 	86.939 	95.901 	105.038 	94.033 	106.478 	94.336 	100.542 	103.004 	99.562 	98.162 	100.256 	70.326 	75.573 	92.800 	95.161 	100.000 	100.000 	100.000 	100.000 	98.816 	102.209 	107.214 	101.342 	95.557 	102.474 	98.361 	0.000 
A,C0121,PC,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0121,PC,SE	86.799 	96.980 	99.611 	101.463 	101.904 	101.701 	95.731 	107.117 	106.192 	97.961 	102.370 	99.534 	97.333 	103.516 	100.670 	105.847 	92.558 	99.149 	104.729 	74.236 	120.878 	98.959 	68.649 	83.846 	105.907 	98.807 	132.750 	110.178 	94.783 	101.194 	98.732 	105.363 	92.319 	101.176 	102.350 
A,C0121,PC,SI	100.000 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,C0121,PC,SK	99.872 	100.000 	99.723 	99.165 	97.462 	100.036 	99.825 	100.078 	100.175 	99.836 	99.961 	100.000 	100.579 	100.000 	99.825 	99.781 	99.895 	99.930 	100.994 	99.916 	99.277 	99.600 	100.496 	101.289 	99.925 	100.037 	98.823 	100.441 	99.594 	101.379 	98.755 	98.933 	100.766 	98.738 	101.664 
A,C0121,PC,TR	70.302 	78.227 	77.089 	79.324 	84.431 	81.952 	85.834 	96.509 	95.026 	86.536 	88.932 	75.525 	87.849 	87.124 	91.551 	90.465 	92.426 	89.783 	88.841 	74.406 	79.798 	110.187 	90.288 	92.926 	87.820 	89.999 	93.207 	84.818 	94.940 	100.516 	100.728 	91.301 	93.135 	: 	: 
A,C0121,PC,UA	-10.401 	-13.803 	-12.482 	-6.418 	-10.546 	16.867 	19.521 	11.939 	10.009 	7.351 	8.078 	7.550 	5.044 	12.771 	18.267 	19.784 	22.052 	26.999 	25.164 	19.692 	28.389 	35.009 	42.699 	23.505 	48.519 	31.949 	54.387 	63.175 	75.863 	64.661 	85.332 	: 	: 	: 	: 
A,C0121,PC,UK	81.782 	92.792 	91.251 	98.125 	94.487 	91.251 	95.283 	87.264 	96.108 	94.025 	95.729 	100.751 	91.826 	93.398 	97.603 	99.658 	95.937 	103.909 	89.597 	91.237 	104.107 	94.120 	84.524 	92.613 	102.919 	93.702 	71.614 	71.534 	80.534 	75.420 	: 	: 	: 	: 	: 
A,C0121,PC,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,C0129,PC,AL	100.000 	87.500 	100.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	-16.720 	: 	: 
A,C0129,PC,AT	67.386 	86.364 	113.279 	122.012 	92.243 	81.663 	101.287 	82.218 	106.242 	92.752 	90.455 	91.261 	111.628 	87.127 	108.826 	105.208 	98.868 	108.455 	97.005 	94.902 	90.690 	80.117 	108.971 	83.969 	99.997 	70.275 	85.987 	99.889 	88.644 	90.407 	89.223 	104.950 	101.695 	99.169 	100.346 
A,C0129,PC,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	208.869 	163.714 	144.924 	: 	: 
A,C0129,PC,BE	92.664 	94.196 	100.587 	91.255 	96.283 	112.553 	90.706 	99.611 	100.140 	99.411 	94.354 	111.550 	85.666 	101.487 	103.794 	94.899 	102.659 	87.975 	110.532 	83.421 	87.125 	101.949 	87.000 	95.359 	105.863 	95.488 	95.445 	91.315 	101.413 	103.289 	93.012 	95.964 	108.664 	83.073 	99.311 
A,C0129,PC,BG	94.990 	102.653 	93.881 	83.221 	79.759 	101.102 	114.206 	84.313 	100.432 	84.178 	103.270 	95.338 	110.511 	93.227 	110.400 	91.100 	94.544 	92.931 	107.633 	93.059 	91.162 	103.217 	99.552 	91.301 	95.359 	101.307 	86.953 	93.459 	120.930 	82.015 	103.535 	108.451 	198.274 	81.138 	46.977 
A,C0129,PC,CY	100.000 	100.000 	100.000 	106.452 	100.000 	100.000 	100.000 	100.000 	80.770 	86.666 	102.041 	111.321 	124.528 	96.226 	68.421 	121.154 	116.667 	67.347 	102.500 	123.810 	65.385 	0.000 	0.000 	0.000 	125.002 	100.000 	0.000 	326.409 	97.544 	117.226 	105.385 	97.596 	147.327 	0.000 	0.000 
A,C0129,PC,CZ	23.847 	28.854 	17.210 	9.768 	-3.882 	2.032 	9.721 	-20.013 	-30.345 	-39.651 	-44.148 	-41.900 	-25.362 	-28.795 	-24.468 	-38.724 	-18.493 	-12.541 	-17.447 	-53.252 	-38.051 	-45.306 	-31.387 	-37.099 	-22.961 	-12.103 	0.398 	15.775 	13.774 	39.162 	42.667 	47.578 	59.585 	75.046 	1.683 
A,C0129,PC,DE	23.733 	28.328 	29.345 	26.845 	31.056 	31.810 	30.551 	40.596 	41.824 	47.808 	52.104 	64.816 	68.172 	70.522 	79.509 	76.151 	81.933 	82.881 	87.465 	89.276 	86.511 	97.136 	100.846 	96.723 	96.964 	96.350 	102.595 	102.359 	93.234 	93.846 	91.147 	93.043 	104.698 	103.165 	90.160 
A,C0129,PC,DK	102.091 	94.189 	107.824 	88.412 	90.313 	118.012 	86.476 	120.044 	84.056 	90.164 	94.761 	96.697 	88.270 	98.227 	101.473 	94.311 	93.525 	100.393 	108.442 	98.067 	69.258 	111.077 	93.605 	90.726 	104.917 	84.970 	83.703 	117.793 	100.318 	145.733 	67.113 	10.289 	105.860 	108.903 	55.042 
A,C0129,PC,EA20	58.126 	60.202 	63.695 	56.608 	58.583 	61.492 	60.777 	61.613 	65.601 	69.838 	75.077 	78.878 	82.523 	82.844 	90.298 	88.229 	92.641 	88.471 	96.492 	95.612 	91.076 	97.043 	97.009 	92.522 	97.611 	94.653 	95.418 	99.673 	94.072 	96.191 	85.187 	92.345 	109.171 	94.091 	88.241 
A,C0129,PC,EE	97.644 	88.410 	109.787 	39.098 	125.263 	101.906 	81.767 	49.001 	106.730 	108.843 	116.073 	77.227 	98.361 	129.374 	75.862 	96.428 	135.714 	135.385 	95.349 	34.483 	118.337 	95.701 	126.670 	96.722 	105.127 	24.138 	85.185 	93.750 	88.000 	96.723 	28.501 	151.429 	111.941 	94.074 	100.000 
A,C0129,PC,EL	100.000 	91.661 	111.215 	92.080 	104.384 	95.203 	110.591 	88.015 	101.956 	109.302 	105.798 	107.003 	101.971 	82.473 	102.062 	112.433 	80.562 	82.958 	126.178 	78.765 	100.493 	102.188 	76.405 	110.058 	109.854 	91.459 	93.694 	109.266 	87.424 	104.977 	114.595 	92.729 	82.024 	60.518 	79.832 
A,C0129,PC,ES	33.065 	40.728 	47.064 	36.784 	36.664 	43.881 	47.169 	32.272 	46.919 	61.055 	66.045 	62.881 	74.052 	70.061 	80.874 	83.236 	93.110 	78.521 	87.476 	99.123 	80.985 	81.945 	92.068 	69.703 	86.374 	83.296 	74.586 	90.669 	78.377 	92.891 	35.522 	97.127 	168.341 	33.900 	67.409 
A,C0129,PC,EU27_2020	32.169 	35.556 	36.881 	31.865 	31.393 	33.308 	32.727 	33.385 	34.357 	38.042 	42.667 	44.725 	48.122 	50.168 	55.265 	52.577 	57.164 	56.766 	62.387 	61.266 	56.504 	63.916 	65.353 	60.055 	65.720 	64.498 	62.233 	67.649 	67.985 	65.133 	51.825 	54.458 	75.882 	64.809 	47.972 
