freq,unit,siec,nace_r2,geo\TIME_PERIOD	2020 	2021 	2022 	2023 
A,TJ_GCV,C0350-0370,N78,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N78,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N78,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N78,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N78,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N78,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N78,SE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N78,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N78,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N79,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N79,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N79,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N79,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N79,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N79,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N79,SE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N79,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N79,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,SE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,N80-N82,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,O,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,O,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,O,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,O,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,O,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,O,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,O,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,O,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,P,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,P,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,P,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,P,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,P,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,P,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,P,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,P,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q861,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q861,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q861,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q861,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q861,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q861,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,Q861,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,Q861,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R90-R92,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R93,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R93,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R93,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R93,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R93,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R93,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,R93,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,R93,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,S,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,S,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,S,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,S,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,S,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,S,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,S,SE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,S,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,S,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,PL	: 	: 	436.190 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,SE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,TOTAL,TR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,U,AL	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,U,AT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,BE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,BG	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,CZ	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,DE	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,DK	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,EE	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,U,FR	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,HR	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,U,HU	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,IE	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,IT	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,U,LT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,LV	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,MD	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,U,ME	0.000 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,MT	: 	0.000 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,NL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,NO	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,PL	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,PT	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,RO	: 	: 	: 	0.000 
A,TJ_GCV,C0350-0370,U,SI	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,SK	: 	: 	0.000 	0.000 
A,TJ_GCV,C0350-0370,U,TR	: 	: 	: 	0.000 
A,TJ_GCV,G3000,C33,AL	: 	: 	: 	0.000 
A,TJ_GCV,G3000,C33,AT	: 	: 	205.675 	152.337 
A,TJ_GCV,G3000,C33,BE	: 	: 	140.400 	308.600 
A,TJ_GCV,G3000,C33,BG	: 	: 	: @C	: @C
A,TJ_GCV,G3000,C33,CZ	: 	: 	2802.140 	2494.440 
A,TJ_GCV,G3000,C33,DE	: 	: 	2468.537 	2394.480 
A,TJ_GCV,G3000,C33,DK	36.020 	145.583 	157.539 	158.645 
A,TJ_GCV,G3000,C33,EE	: 	: 	94.097 	11.898 
A,TJ_GCV,G3000,C33,FR	: 	: 	1609.026 	1590.604 
A,TJ_GCV,G3000,C33,HR	: 	: 	46.503 	62.160 
