freq,nrg_bal,siec,unit,geo\TIME_PERIOD	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FC_OTH_HH_E,SFF_P1000_S2000,TJ,UA	: 	: 	: 	: 	: 	: 	11248.952 	9001.620 	9962.085 	11736.652 	5587.831 	: 	: 	: 
A,FC_OTH_HH_E,SFF_P1000_S2000,TJ,UK	30451.129 	28996.129 	27510.456 	28115.656 	23762.201 	23275.202 	22628.600 	21588.718 	20894.662 	19057.232 	: 	: 	: 	: 
A,FC_OTH_HH_E,SFF_P1000_S2000,TJ,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	818.985 	202.710 	228.750 	229.665 	225.315 	211.050 
A,FC_OTH_HH_E,TOTAL,TJ,AL	20693.022 	20273.163 	21164.943 	24129.696 	23100.100 	22072.297 	21156.080 	20608.906 	21257.972 	20919.731 	22419.200 	22762.075 	21945.740 	21446.738 
A,FC_OTH_HH_E,TOTAL,TJ,AT	295535.917 	274577.058 	279812.556 	289591.863 	261676.431 	278096.422 	290033.369 	291556.451 	273742.808 	280058.676 	291545.773 	324546.520 	288954.552 	276042.813 
A,FC_OTH_HH_E,TOTAL,TJ,BA	0.000 	0.000 	0.000 	0.000 	41058.112 	46619.752 	47706.231 	43778.414 	71988.849 	70614.290 	75368.914 	74846.175 	77077.077 	74322.077 
A,FC_OTH_HH_E,TOTAL,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	346365.069 	341058.149 	337657.521 	329339.528 	316939.994 	343124.861 	294757.162 	291107.052 
A,FC_OTH_HH_E,TOTAL,TJ,BG	93923.548 	99406.332 	98496.665 	93827.909 	90644.159 	91797.394 	94279.114 	97079.971 	93351.908 	90532.602 	99739.806 	100590.894 	89488.518 	85686.299 
A,FC_OTH_HH_E,TOTAL,TJ,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	14035.078 	15078.954 	15234.735 	14857.285 	15087.048 	14091.218 
A,FC_OTH_HH_E,TOTAL,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	284198.236 	296776.120 	303237.859 	300060.042 	295768.051 	302976.828 	331449.511 	303758.770 	271640.684 
A,FC_OTH_HH_E,TOTAL,TJ,DE	2671611.069 	2344389.719 	2477306.061 	2615756.629 	2249855.740 	2295341.211 	2381403.964 	2375795.240 	2336128.154 	2416407.647 	2426242.955 	2459794.889 	2397695.954 	2215295.198 
A,FC_OTH_HH_E,TOTAL,TJ,DK	0.000 	0.000 	0.000 	0.000 	0.000 	183987.027 	192946.004 	190314.996 	184624.062 	183865.768 	179027.490 	189336.679 	169157.595 	173788.655 
A,FC_OTH_HH_E,TOTAL,TJ,EA20	6518203.776 	5765835.600 	6083577.708 	6467907.961 	5460323.677 	7618561.799 	8129776.148 	8197846.890 	8070268.442 	8091128.689 	8047275.504 	8482942.418 	7843090.806 	7403497.232 
A,FC_OTH_HH_E,TOTAL,TJ,EE	42988.029 	38972.935 	40515.906 	38924.660 	37202.213 	36140.020 	39144.308 	39445.287 	39397.561 	40490.461 	39490.617 	40385.403 	40363.801 	39185.437 
A,FC_OTH_HH_E,TOTAL,TJ,EL	0.000 	0.000 	0.000 	155595.759 	0.000 	182116.940 	177544.266 	182823.260 	161505.162 	170454.001 	177901.791 	176018.014 	179170.935 	157316.713 
A,FC_OTH_HH_E,TOTAL,TJ,ES	709736.936 	654556.935 	650226.818 	623329.279 	619074.850 	639277.540 	599999.213 	602524.920 	635467.041 	604794.460 	609418.390 	615690.928 	594867.786 	580422.275 
A,FC_OTH_HH_E,TOTAL,TJ,EU27_2020	6612127.324 	5865241.932 	6182074.372 	6561735.870 	5550967.836 	9842105.359 	10435861.029 	10533548.978 	10473757.723 	10410219.629 	10397783.309 	10991378.162 	10129314.008 	9600627.250 
A,FC_OTH_HH_E,TOTAL,TJ,FI	0.000 	0.000 	0.000 	0.000 	0.000 	207363.270 	223723.798 	241308.908 	238938.661 	235903.872 	221479.611 	249595.954 	234529.992 	229520.308 
A,FC_OTH_HH_E,TOTAL,TJ,FR	1899832.100 	1664963.367 	1831178.613 	1927313.222 	1586073.004 	1681548.130 	1762908.590 	1734716.580 	1683243.311 	1677393.277 	1636938.907 	1766066.837 	1557634.803 	1516985.547 
A,FC_OTH_HH_E,TOTAL,TJ,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	53606.210 	55684.184 	51119.340 	54187.333 	58692.201 	66771.979 	65703.362 	66140.423 
A,FC_OTH_HH_E,TOTAL,TJ,HR	115163.876 	109811.831 	106360.703 	103703.630 	92827.336 	101175.817 	100406.820 	99759.692 	95916.384 	93404.224 	94969.466 	101907.173 	95714.704 	93292.415 
A,FC_OTH_HH_E,TOTAL,TJ,HU	0.000 	0.000 	0.000 	0.000 	0.000 	249584.717 	257760.375 	263521.894 	243593.994 	237678.866 	250391.085 	266883.649 	243721.573 	224710.365 
A,FC_OTH_HH_E,TOTAL,TJ,IE	0.000 	0.000 	0.000 	0.000 	0.000 	119420.732 	123650.660 	118423.782 	126068.005 	122768.511 	133497.335 	127417.705 	111698.505 	106480.447 
A,FC_OTH_HH_E,TOTAL,TJ,IT	0.000 	0.000 	0.000 	0.000 	0.000 	1360479.000 	1347525.800 	1377400.202 	1335821.914 	1303699.752 	1283505.053 	1397922.844 	1256106.167 	1155020.242 
A,FC_OTH_HH_E,TOTAL,TJ,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	60930.096 	63150.649 	60603.465 	60035.863 	68227.931 	65239.733 	64097.801 
A,FC_OTH_HH_E,TOTAL,TJ,LU	21358.859 	19961.084 	20506.646 	20836.476 	19574.321 	21288.737 	21968.798 	22408.612 	20939.525 	19369.111 	20820.363 	20061.805 	19027.207 	19140.173 
A,FC_OTH_HH_E,TOTAL,TJ,LV	58055.045 	55417.025 	57491.510 	52899.925 	51689.205 	46171.113 	47765.056 	49976.188 	51420.946 	49604.871 	46560.324 	50085.096 	46604.333 	44868.654 
A,FC_OTH_HH_E,TOTAL,TJ,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	55267.788 	56812.528 	51721.408 	52553.337 	55255.784 	45026.602 	42258.544 
A,FC_OTH_HH_E,TOTAL,TJ,ME	11500.950 	11257.740 	11736.740 	11230.310 	10729.620 	11112.640 	11078.970 	11017.621 	10383.985 	10214.092 	10180.992 	10793.950 	10419.751 	10676.502 
A,FC_OTH_HH_E,TOTAL,TJ,MK	21089.383 	22275.091 	23387.046 	21735.697 	21977.843 	20730.948 	20642.533 	20909.898 	20248.031 	21373.321 	22052.356 	22147.390 	21252.830 	17540.661 
A,FC_OTH_HH_E,TOTAL,TJ,MT	0.000 	0.000 	0.000 	0.000 	0.000 	3314.706 	3263.613 	3813.996 	3895.121 	4250.782 	4435.218 	4615.705 	4815.572 	4755.942 
A,FC_OTH_HH_E,TOTAL,TJ,NL	522520.005 	430445.121 	454971.768 	477820.392 	381707.437 	399366.513 	411012.359 	401476.990 	400066.482 	390798.977 	381568.772 	422475.278 	359081.953 	322764.284 
A,FC_OTH_HH_E,TOTAL,TJ,NO	197747.885 	178665.168 	189140.151 	187218.290 	175990.924 	183689.953 	189314.032 	192066.562 	193036.104 	189827.347 	191127.408 	201651.817 	185682.132 	195826.100 
A,FC_OTH_HH_E,TOTAL,TJ,PL	0.000 	0.000 	0.000 	0.000 	0.000 	796167.900 	831899.303 	839291.648 	943695.662 	878181.769 	882663.205 	925681.518 	856372.277 	831732.166 
A,FC_OTH_HH_E,TOTAL,TJ,PT	124326.150 	116238.450 	112806.500 	110290.150 	116231.731 	115189.366 	118025.279 	117282.231 	120826.930 	120998.220 	126123.752 	127237.875 	125309.698 	128035.143 
A,FC_OTH_HH_E,TOTAL,TJ,RO	0.000 	0.000 	0.000 	0.000 	0.000 	307695.908 	309778.950 	321678.068 	324738.036 	324048.134 	334491.021 	364932.266 	328121.202 	314324.381 
A,FC_OTH_HH_E,TOTAL,TJ,RS	136449.608 	135377.706 	133630.853 	121512.722 	116441.971 	120498.099 	124671.129 	120645.652 	120226.647 	120235.227 	146958.466 	148645.927 	142857.321 	140996.973 
A,FC_OTH_HH_E,TOTAL,TJ,SE	0.000 	0.000 	0.000 	0.000 	0.000 	310112.379 	322645.015 	320577.654 	313425.578 	309015.749 	301218.369 	329561.226 	295603.266 	295247.469 
A,FC_OTH_HH_E,TOTAL,TJ,SI	57075.790 	56502.076 	52400.626 	51845.977 	44411.409 	49081.383 	50057.085 	49034.408 	46098.521 	45062.708 	45657.403 	48704.121 	43980.447 	43551.654 
A,FC_OTH_HH_E,TOTAL,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	83190.900 	84978.100 	88111.900 	85948.670 	110647.190 	114909.182 	124206.194 	112450.456 	101523.914 
A,FC_OTH_HH_E,TOTAL,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1287738.246 	1225826.684 
A,FC_OTH_HH_E,TOTAL,TJ,UA	: 	: 	: 	: 	: 	: 	734851.028 	651173.008 	677371.152 	586441.752 	541007.549 	: 	: 	: 
A,FC_OTH_HH_E,TOTAL,TJ,UK	1905583.444 	1581554.559 	1714793.818 	1735753.226 	1499387.728 	1559612.771 	1592502.802 	1542014.615 	1609379.159 	1595688.582 	: 	: 	: 	: 
A,FC_OTH_HH_E,TOTAL,TJ,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	23041.850 	24678.843 	24595.912 	25215.062 	24322.682 	27847.955 	26920.825 
A,FC_OTH_HH_E_CK,E7000,GWH,AL	614.508 	602.040 	628.520 	805.537 	676.212 	612.635 	565.474 	554.812 	594.977 	703.063 	781.664 	789.679 	756.820 	740.020 
A,FC_OTH_HH_E_CK,E7000,GWH,AT	1699.096 	1658.558 	1696.241 	1798.072 	1742.466 	1772.301 	1844.416 	1860.895 	1855.145 	1908.293 	2014.720 	1839.114 	1836.155 	1891.366 
A,FC_OTH_HH_E_CK,E7000,GWH,BA	0.000 	0.000 	0.000 	0.000 	430.000 	441.000 	442.000 	444.000 	437.525 	441.354 	447.798 	458.724 	460.312 	466.942 
A,FC_OTH_HH_E_CK,E7000,GWH,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	980.000 	1001.300 	1022.800 	1027.800 	1089.900 	1086.300 	1085.900 	1083.400 
A,FC_OTH_HH_E_CK,E7000,GWH,BG	1389.527 	1435.980 	1426.243 	1386.632 	1393.607 	1589.130 	1602.417 	1662.814 	1644.454 	1618.973 	1695.457 	1784.605 	1787.052 	1838.120 
A,FC_OTH_HH_E_CK,E7000,GWH,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	97.870 	124.018 	144.467 	136.306 	124.480 	118.545 
A,FC_OTH_HH_E_CK,E7000,GWH,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	2372.000 	2393.889 	2385.145 	2393.189 	2395.236 	2406.548 	2877.695 	2599.000 	2749.650 
A,FC_OTH_HH_E_CK,E7000,GWH,DE	38989.037 	38615.823 	39047.638 	38452.298 	37409.165 	37176.295 	38446.111 	39319.754 	38613.755 	38674.793 	38963.375 	42332.960 	41051.319 	38725.830 
A,FC_OTH_HH_E_CK,E7000,GWH,DK	0.000 	0.000 	0.000 	0.000 	0.000 	831.111 	831.111 	835.833 	840.833 	843.889 	884.930 	893.889 	964.444 	973.611 
A,FC_OTH_HH_E_CK,E7000,GWH,EA20	65871.082 	65370.186 	65493.307 	69102.491 	62979.479 	70644.433 	73720.008 	74617.632 	74631.326 	75167.288 	78005.042 	80239.712 	81030.670 	77944.395 
A,FC_OTH_HH_E_CK,E7000,GWH,EE	241.639 	231.008 	233.636 	222.766 	207.716 	206.402 	228.499 	231.725 	222.137 	247.217 	238.618 	266.206 	235.000 	258.388 
A,FC_OTH_HH_E_CK,E7000,GWH,EL	0.000 	0.000 	0.000 	4684.070 	0.000 	2420.200 	2792.100 	2244.392 	1977.720 	2460.684 	3112.544 	2025.754 	2340.924 	2163.485 
A,FC_OTH_HH_E_CK,E7000,GWH,ES	7030.150 	7069.909 	6975.250 	6601.072 	6568.559 	6509.013 	6469.905 	6632.005 	6967.633 	6779.522 	6802.095 	6795.128 	6777.478 	6795.369 
A,FC_OTH_HH_E_CK,E7000,GWH,EU27_2020	67260.609 	66806.166 	66919.550 	70489.123 	64373.086 	80068.268 	83253.955 	84337.832 	84415.495 	84958.973 	88243.027 	91123.967 	91583.520 	88710.221 
A,FC_OTH_HH_E_CK,E7000,GWH,FI	0.000 	0.000 	0.000 	0.000 	0.000 	574.000 	580.000 	581.000 	594.000 	600.000 	798.000 	790.000 	738.000 	687.000 
A,FC_OTH_HH_E_CK,E7000,GWH,FR	10123.147 	10332.662 	10405.395 	10443.145 	10315.189 	10663.991 	10646.187 	10929.897 	11208.073 	11215.917 	11958.572 	11455.768 	13693.442 	12911.837 
A,FC_OTH_HH_E_CK,E7000,GWH,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	220.005 	237.015 	241.700 	249.700 	262.100 	261.018 	343.295 	357.630 
A,FC_OTH_HH_E_CK,E7000,GWH,HR	694.752 	668.905 	661.083 	646.139 	636.568 	630.720 	633.732 	640.639 	630.639 	631.066 	617.948 	670.571 	657.330 	652.910 
A,FC_OTH_HH_E_CK,E7000,GWH,HU	0.000 	0.000 	0.000 	0.000 	0.000 	412.735 	411.684 	410.305 	409.502 	409.267 	644.722 	642.165 	639.409 	633.518 
A,FC_OTH_HH_E_CK,E7000,GWH,IE	0.000 	0.000 	0.000 	0.000 	0.000 	548.364 	547.806 	558.146 	569.212 	566.857 	607.688 	583.285 	551.575 	544.597 
A,FC_OTH_HH_E_CK,E7000,GWH,IT	0.000 	0.000 	0.000 	0.000 	0.000 	3693.094 	3685.839 	3700.651 	3707.389 	3752.700 	3902.811 	4063.000 	3968.729 	4050.292 
A,FC_OTH_HH_E_CK,E7000,GWH,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	170.200 	176.100 	168.900 	173.500 	238.700 	236.800 	236.000 
A,FC_OTH_HH_E_CK,E7000,GWH,LU	70.780 	73.270 	78.611 	82.589 	84.070 	89.539 	87.335 	75.080 	86.323 	91.087 	95.727 	98.192 	95.976 	102.072 
A,FC_OTH_HH_E_CK,E7000,GWH,LV	170.038 	155.473 	155.825 	156.439 	153.280 	154.333 	157.316 	145.337 	146.531 	146.370 	147.128 	147.438 	146.646 	146.373 
A,FC_OTH_HH_E_CK,E7000,GWH,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	211.842 	212.619 	216.374 	224.014 	199.067 	190.450 	182.051 
A,FC_OTH_HH_E_CK,E7000,GWH,ME	158.500 	148.900 	159.100 	156.800 	146.500 	152.200 	152.300 	153.900 	150.800 	150.600 	148.200 	154.500 	157.756 	165.184 
A,FC_OTH_HH_E_CK,E7000,GWH,MK	466.400 	450.300 	432.300 	435.500 	418.200 	434.200 	440.500 	426.100 	423.116 	323.800 	327.700 	338.419 	327.000 	315.000 
A,FC_OTH_HH_E_CK,E7000,GWH,MT	0.000 	0.000 	0.000 	0.000 	0.000 	18.007 	20.730 	23.366 	28.101 	30.534 	30.974 	32.568 	34.809 	36.068 
A,FC_OTH_HH_E_CK,E7000,GWH,NL	769.000 	784.000 	796.000 	800.000 	800.000 	800.000 	800.000 	800.000 	800.000 	800.000 	800.000 	800.000 	800.000 	800.000 
A,FC_OTH_HH_E_CK,E7000,GWH,NO	765.166 e	774.777 e	784.656 e	795.090 e	804.519 e	813.918 e	822.840 e	825.576 e	831.170 e	823.004 e	830.000 e	855.303 e	807.714 e	819.093 e
A,FC_OTH_HH_E_CK,E7000,GWH,PL	0.000 	0.000 	0.000 	0.000 	0.000 	3049.000 	3125.000 	3156.000 	3168.000 	3180.030 	3245.730 	3309.000 	3169.405 	3163.585 
A,FC_OTH_HH_E_CK,E7000,GWH,PT	5884.809 	5572.778 	5226.708 	4990.052 	4828.363 	4852.272 	5257.101 	5101.896 	5354.357 	5358.554 	5831.112 	5881.702 	5639.788 	5894.295 
A,FC_OTH_HH_E_CK,E7000,GWH,RO	0.000 	0.000 	0.000 	0.000 	0.000 	5.859 	5.846 	6.103 	6.191 	6.290 	6.598 	6.901 	6.539 	6.342 
A,FC_OTH_HH_E_CK,E7000,GWH,RS	1582.000 	1584.000 	1568.000 	1528.000 	1491.000 	1519.000 	1505.000 	1492.021 	1448.774 	1440.738 	1481.558 	1498.677 	1444.954 	1404.887 
A,FC_OTH_HH_E_CK,E7000,GWH,SE	0.000 	0.000 	0.000 	0.000 	0.000 	1164.000 	1164.000 	1264.000 	1322.000 	1338.000 	1354.000 	1370.000 	1387.000 	1401.000 
A,FC_OTH_HH_E_CK,E7000,GWH,SI	198.633 	207.799 	216.920 	225.850 	234.103 	235.051 	237.801 	240.519 	241.242 	243.977 	316.062 	305.921 	274.720 	259.667 
A,FC_OTH_HH_E_CK,E7000,GWH,SK	0.000 	0.000 	0.000 	0.000 	0.000 	300.850 	305.130 	360.830 	332.300 	339.000 	359.800 	690.800 	741.600 	586.900 
A,FC_OTH_HH_E_CK,E7000,GWH,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2261.344 	2294.431 e
A,FC_OTH_HH_E_CK,E7000,GWH,UA	: 	: 	: 	: 	: 	: 	2514.760 	3012.170 	3078.461 	3004.625 	4425.820 	: 	: 	: 
A,FC_OTH_HH_E_CK,E7000,GWH,UK	5679.298 	5986.964 	6273.605 	6323.104 	6091.011 	6069.720 	6059.627 	5782.765 	5873.723 	5685.770 	: 	: 	: 	: 
A,FC_OTH_HH_E_CK,E7000,GWH,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	481.573 	495.148 	531.392 	587.988 	0.000 	727.450 	671.824 
A,FC_OTH_HH_E_CK,E7000,TJ,AL	2212.229 	2167.344 	2262.672 	2899.933 	2434.363 	2205.486 	2035.706 	1997.323 	2141.917 	2531.027 	2813.990 	2842.844 	2724.552 	2664.071 
A,FC_OTH_HH_E_CK,E7000,TJ,AT	6116.745 	5970.811 	6106.467 	6473.059 	6272.877 	6380.283 	6639.898 	6699.222 	6678.522 	6869.854 	7252.991 	6620.810 	6610.158 	6808.919 
A,FC_OTH_HH_E_CK,E7000,TJ,BA	0.000 	0.000 	0.000 	0.000 	1548.000 	1587.600 	1591.200 	1598.400 	1575.090 	1588.874 	1612.073 	1651.406 	1657.123 	1680.991 
A,FC_OTH_HH_E_CK,E7000,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	3528.000 	3604.680 	3682.080 	3700.080 	3923.640 	3910.680 	3909.240 	3900.240 
A,FC_OTH_HH_E_CK,E7000,TJ,BG	5002.297 	5169.528 	5134.475 	4991.875 	5016.985 	5720.868 	5768.701 	5986.130 	5920.034 	5828.303 	6103.645 	6424.578 	6433.387 	6617.232 
A,FC_OTH_HH_E_CK,E7000,TJ,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	352.332 	446.465 	520.081 	490.702 	448.128 	426.762 
A,FC_OTH_HH_E_CK,E7000,TJ,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	8539.200 	8618.000 	8586.522 	8615.480 	8622.850 	8663.573 	10359.702 	9356.400 	9898.740 
A,FC_OTH_HH_E_CK,E7000,TJ,DE	140360.533 	139016.962 	140571.498 	138428.274 	134672.994 	133834.663 	138405.998 	141551.114 	139009.517 	139229.254 	140268.152 	152398.655 	147784.747 	139412.988 
A,FC_OTH_HH_E_CK,E7000,TJ,DK	0.000 	0.000 	0.000 	0.000 	0.000 	2992.000 	2992.000 	3008.999 	3026.999 	3038.000 	3185.748 	3218.000 	3472.000 	3505.000 
A,FC_OTH_HH_E_CK,E7000,TJ,EA20	237135.894 	235332.670 	235775.906 	248768.968 	226726.123 	254319.957 	265392.028 	268623.475 	268672.772 	270602.236 	280818.149 	288862.964 	291710.413 	280599.822 
A,FC_OTH_HH_E_CK,E7000,TJ,EE	869.900 	831.629 	841.090 	801.958 	747.778 	743.047 	822.596 	834.210 	799.693 	889.981 	859.025 	958.342 	846.000 	930.198 
A,FC_OTH_HH_E_CK,E7000,TJ,EL	0.000 	0.000 	0.000 	16862.652 	0.000 	8712.720 	10051.560 	8079.811 	7119.792 	8858.462 	11205.158 	7292.714 	8427.326 	7788.546 
A,FC_OTH_HH_E_CK,E7000,TJ,ES	25308.542 	25451.673 	25110.900 	23763.858 	23646.811 	23432.448 	23291.657 	23875.219 	25083.477 	24406.278 	24487.542 	24462.460 	24398.920 	24463.330 
A,FC_OTH_HH_E_CK,E7000,TJ,EU27_2020	242138.191 	240502.198 	240910.381 	253760.843 	231743.108 	288245.763 	299714.237 	303616.195 	303895.781 	305852.302 	317674.895 	328046.281 	329700.671 	319356.797 
A,FC_OTH_HH_E_CK,E7000,TJ,FI	0.000 	0.000 	0.000 	0.000 	0.000 	2066.400 	2088.000 	2091.600 	2138.400 	2160.000 	2872.800 	2844.000 	2656.800 	2473.200 
A,FC_OTH_HH_E_CK,E7000,TJ,FR	36443.331 	37197.585 	37459.423 	37595.321 	37134.679 	38390.368 	38326.273 	39347.628 	40349.062 	40377.301 	43050.861 	41240.764 	49296.390 	46482.612 
A,FC_OTH_HH_E_CK,E7000,TJ,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	792.018 	853.254 	870.120 	898.920 	943.560 	939.663 	1235.861 	1287.468 
A,FC_OTH_HH_E_CK,E7000,TJ,HR	2501.108 	2408.057 	2379.897 	2326.100 	2291.646 	2270.592 	2281.436 	2306.299 	2270.299 	2271.836 	2224.612 	2414.057 	2366.388 	2350.476 
A,FC_OTH_HH_E_CK,E7000,TJ,HU	0.000 	0.000 	0.000 	0.000 	0.000 	1485.846 	1482.062 	1477.098 	1474.207 	1473.361 	2320.999 	2311.794 	2301.872 	2280.665 
A,FC_OTH_HH_E_CK,E7000,TJ,IE	0.000 	0.000 	0.000 	0.000 	0.000 	1974.110 	1972.102 	2009.326 	2049.163 	2040.685 	2187.677 	2099.826 	1985.670 	1960.549 
A,FC_OTH_HH_E_CK,E7000,TJ,IT	0.000 	0.000 	0.000 	0.000 	0.000 	13295.138 	13269.020 	13322.344 	13346.600 	13509.722 	14050.120 	14626.799 	14287.425 	14581.052 
A,FC_OTH_HH_E_CK,E7000,TJ,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	612.720 	633.960 	608.040 	624.600 	859.320 	852.480 	849.600 
A,FC_OTH_HH_E_CK,E7000,TJ,LU	254.808 	263.772 	283.000 	297.320 	302.652 	322.340 	314.406 	270.288 	310.763 	327.913 	344.617 	353.491 	345.514 	367.459 
A,FC_OTH_HH_E_CK,E7000,TJ,LV	612.137 	559.703 	560.970 	563.180 	551.808 	555.599 	566.338 	523.213 	527.512 	526.932 	529.661 	530.777 	527.926 	526.943 
A,FC_OTH_HH_E_CK,E7000,TJ,MD	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	762.631 	765.428 	778.946 	806.450 	716.641 	685.620 	655.384 
A,FC_OTH_HH_E_CK,E7000,TJ,ME	570.600 	536.040 	572.760 	564.480 	527.400 	547.920 	548.280 	554.040 	542.880 	542.160 	533.520 	556.200 	567.922 	594.664 
A,FC_OTH_HH_E_CK,E7000,TJ,MK	1679.040 	1621.080 	1556.280 	1567.800 	1505.520 	1563.120 	1585.800 	1533.960 	1523.218 	1165.680 	1179.720 	1218.310 	1177.200 	1134.000 
A,FC_OTH_HH_E_CK,E7000,TJ,MT	0.000 	0.000 	0.000 	0.000 	0.000 	64.825 	74.628 	84.118 	101.164 	109.922 	111.506 	117.245 	125.312 	129.845 
A,FC_OTH_HH_E_CK,E7000,TJ,NL	2768.400 	2822.400 	2865.600 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 	2880.000 
A,FC_OTH_HH_E_CK,E7000,TJ,NO	2754.598 	2789.197 	2824.762 	2862.324 	2896.268 	2930.105 	2962.224 	2972.074 	2992.212 	2962.814 	2988.000 	3079.091 	2907.770 	2948.735 
A,FC_OTH_HH_E_CK,E7000,TJ,PL	0.000 	0.000 	0.000 	0.000 	0.000 	10976.400 	11250.000 	11361.600 	11404.800 	11448.108 	11684.628 	11912.400 	11409.859 	11388.905 
A,FC_OTH_HH_E_CK,E7000,TJ,PT	21185.311 	20062.002 	18816.150 	17964.186 	17382.108 	17468.180 	18925.564 	18366.827 	19275.686 	19290.794 	20992.003 	21174.127 	20303.237 	21219.462 
A,FC_OTH_HH_E_CK,E7000,TJ,RO	0.000 	0.000 	0.000 	0.000 	0.000 	21.092 	21.046 	21.971 	22.288 	22.644 	23.753 	24.842 	23.540 	22.833 
A,FC_OTH_HH_E_CK,E7000,TJ,RS	5695.200 	5702.400 	5644.800 	5500.800 	5367.600 	5468.400 	5418.000 	5371.276 	5215.586 	5186.657 	5333.609 	5395.237 	5201.834 	5057.593 
A,FC_OTH_HH_E_CK,E7000,TJ,SE	0.000 	0.000 	0.000 	0.000 	0.000 	4190.400 	4190.400 	4550.400 	4759.200 	4816.800 	4874.400 	4932.000 	4993.200 	5043.600 
A,FC_OTH_HH_E_CK,E7000,TJ,SI	715.079 	748.076 	780.912 	813.060 	842.771 	846.184 	856.084 	865.868 	868.471 	878.317 	1137.823 	1101.316 	988.992 	934.801 
A,FC_OTH_HH_E_CK,E7000,TJ,SK	0.000 	0.000 	0.000 	0.000 	0.000 	1083.060 	1098.468 	1298.988 	1196.280 	1220.400 	1295.280 	2486.880 	2669.760 	2112.840 
A,FC_OTH_HH_E_CK,E7000,TJ,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8140.840 	8259.952 
A,FC_OTH_HH_E_CK,E7000,TJ,UA	: 	: 	: 	: 	: 	: 	9053.136 	10843.812 	11082.460 	10816.650 	15932.952 	: 	: 	: 
A,FC_OTH_HH_E_CK,E7000,TJ,UK	20445.473 	21553.070 	22584.978 	22763.174 	21927.640 	21850.992 	21814.657 	20817.954 	21145.403 	20468.772 	: 	: 	: 	: 
A,FC_OTH_HH_E_CK,E7000,TJ,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1733.663 	1782.533 	1913.011 	2116.757 	0.000 	2618.819 	2418.565 
A,FC_OTH_HH_E_CK,G3000,TJ,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
A,FC_OTH_HH_E_CK,G3000,TJ,AT	483.580 	482.780 	457.207 	446.220 	438.888 	409.193 	391.953 	391.953 	370.767 	386.374 	399.854 	292.968 	241.062 	221.645 
A,FC_OTH_HH_E_CK,G3000,TJ,BA	0.000 	0.000 	0.000 	0.000 	113.400 	140.400 	146.700 	160.200 	152.346 	164.086 	171.913 	195.484 	175.098 	156.259 
A,FC_OTH_HH_E_CK,G3000,TJ,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	1899.000 	1753.110 	1605.690 	1459.350 	1582.920 	1481.490 	1383.570 	1283.490 
A,FC_OTH_HH_E_CK,G3000,TJ,BG	132.160 	149.952 	143.168 	120.448 	121.088 	128.131 	144.363 	148.968 	176.726 	186.068 	207.032 	227.327 	202.611 	185.993 
A,FC_OTH_HH_E_CK,G3000,TJ,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
