freq,tra_mode,siec,nrg_bal,unit,geo\TIME_PERIOD	2020 	2021 	2022 	2023 
A,FR,O4630,FC_TRA_DNAVI_IWW_E,TJ,SE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_IWW_E,TJ,SI	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_IWW_E,TJ,SK	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_IWW_E,TJ,TR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,AL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,AT	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,BE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,BG	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,CY	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,CZ	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,DE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,DK	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,EE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,EL	: 	: 	0.000 	: 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,ES	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,FR	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,GE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,HR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,HU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,IE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,IT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,LT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,LU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,LV	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,MD	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,ME	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,MT	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,NL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,NO	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,PL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,PT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,RO	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,RS	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,SE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,SI	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,SK	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,THS_T,TR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,AL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,AT	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,BE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,BG	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,CY	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,CZ	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,DE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,DK	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,EE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,EL	: 	: 	0.000 	: 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,ES	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,FR	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,GE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,HR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,HU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,IE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,IT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,LT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,LU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,LV	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,MD	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,ME	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,MT	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,NL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,NO	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,PL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,PT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,RO	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,RS	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,SE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,SI	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,SK	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_DNAVI_MAR_E,TJ,TR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,AL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,AT	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,BE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,BG	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,CY	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,CZ	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,DE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,DK	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,EE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,EL	: 	: 	0.000 	: 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,ES	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,FR	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,GE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,HR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,HU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,IE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,IT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,LT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,LU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,LV	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,MD	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,ME	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,MT	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,NL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,NO	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,PL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,PT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,RO	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,RS	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,SE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,SI	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,SK	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,THS_T,TR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,AL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,AT	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,BE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,BG	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,CY	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,CZ	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,DE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,DK	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,EE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,EL	: 	: 	0.000 	: 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,ES	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,FR	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,GE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,HR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,HU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,IE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,IT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,LT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,LU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,LV	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,MD	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,ME	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,MT	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,NL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,NO	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,PL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,PT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,RO	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,RS	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,SE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,SI	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,SK	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_INTAVI_E,TJ,TR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,AL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,AT	0.040 	0.035 	0.033 	0.034 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,BE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,BG	19.292 	20.180 	24.239 	26.388 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,CY	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,CZ	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,DE	10.550 	11.117 	8.053 	10.475 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,DK	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,EE	: 	: 	1.600 	1.128 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,EL	: 	: 	0.000 	: 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,ES	: 	: 	27.858 e	16.852 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,FR	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,GE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,HR	: 	: 	2.569 	1.340 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,HU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,IE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,IT	: 	: 	55.252 	55.867 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,LT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,LU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,LV	: 	2.804 	2.454 	2.225 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,ME	0.100 	0.100 	0.100 	0.100 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,MT	: 	0.012 e	0.017 e	0.024 e
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,NL	: 	: 	30.306 	30.952 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,NO	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,PL	: 	: 	82.344 e	76.952 e
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,PT	: 	: 	0.000 e	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,RO	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,RS	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,SE	: 	: 	0.000 	10.771 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,SI	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,SK	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,THS_T,TR	: 	: 	3516.391 	3695.866 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,AL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,AT	1.837 	1.595 	1.508 	1.545 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,BE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,BG	887.432 	928.280 	1114.994 	1213.848 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,CY	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,CZ	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,DE	454.431 	478.854 	346.875 	451.200 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,DK	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,EE	: 	: 	71.424 	50.344 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,EL	: 	: 	0.000 	: 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,ES	: 	: 	1317.683 e	797.100 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,FR	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,GE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,HR	: 	: 	120.449 	62.825 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,HU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,IE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,IT	: 	: 	2541.580 	2569.860 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,LT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,LU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,LV	: 	127.694 	111.755 	101.327 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,ME	4.689 	4.689 	4.689 	4.689 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,MT	: 	0.552 e	0.782 e	1.104 e
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,NL	: 	: 	1369.709 	1398.883 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,NO	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,PL	: 	: 	3787.804 e	3539.799 e
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,PT	: 	: 	0.000 e	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,RO	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,RS	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,SE	: 	: 	0.000 	506.240 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,SI	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,SK	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_E,TJ,TR	: 	: 	160474.463 	168664.984 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,AL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,AT	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,BE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,BG	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,CY	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,CZ	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,DE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,DK	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,EE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,EL	: 	: 	0.000 	: 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,ES	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,FR	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,GE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,HR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,HU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,IE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,IT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,LT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,LU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,LV	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,ME	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,MT	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,NL	: 	: 	24.493 	26.408 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,NO	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,PL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,PT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,RO	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,RS	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,SE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,SI	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,SK	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,THS_T,TR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,AL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,AT	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,BE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,BG	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,CY	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,CZ	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,DE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,DK	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,EE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,EL	: 	: 	0.000 	: 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,ES	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,FR	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,GE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,HR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,HU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,IE	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,IT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,LT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,LU	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,LV	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,ME	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,MT	: 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,NL	: 	: 	1107.003 	1193.545 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,NO	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,PL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,PT	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,RO	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,RS	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,SE	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,SI	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,SK	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RD_CAR_VAN_F,TJ,TR	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RL_CV_E,THS_T,AL	: 	: 	0.000 	0.000 
A,FR,O4630,FC_TRA_RL_CV_E,THS_T,AT	0.000 	0.000 	0.000 	0.000 
A,FR,O4630,FC_TRA_RL_CV_E,THS_T,BE	: 	: 	0.000 	0.000 
