freq,tra_mode,siec,nrg_bal,unit,geo\TIME_PERIOD	2020 	2021 	2022 	2023 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,THS_T,SK	: 	: 	47.240 	44.890 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,THS_T,TR	: 	: 	0.000 	35.316 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,AL	: 	: 	1125.459 	1254.247 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,AT	4359.682 	4909.546 	4411.284 	4175.644 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,BE	: 	: 	10873.048 	10896.045 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,BG	3152.183 	3239.703 	3612.974 	3142.276 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,CY	: 	: 	149.221 	186.041 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,CZ	: 	: 	3936.800 	3740.700 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,DE	15291.004 	12625.010 	12814.981 	12401.834 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,DK	1726.279 	1745.470 	1455.187 	1257.964 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,EE	: 	: 	283.815 	211.376 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,EL	: 	: 	0.000 	: 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,ES	: 	: 	11577.892 e	16091.491 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,FR	28791.468 	29982.375 	28340.842 	29645.092 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,GE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,HR	: 	: 	257.364 	3.500 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,HU	: 	: 	2142.975 	2247.776 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,IE	1708.955 	1794.943 	2130.062 	2858.855 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,IT	: 	: 	13089.369 	12303.892 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,LT	: 	: 	347.800 	506.900 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,LU	: 	: 	1866.437 	1558.335 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,LV	: 	353.995 	51.692 	24.748 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,ME	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,MT	: 	40.017 e	45.997 e	49.490 e
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,NL	: 	: 	6003.997 	6016.257 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,NO	4784.442 e	4533.282 e	4714.632 e	3836.412 e
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,PL	: 	: 	19762.573 e	23203.055 e
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,PT	: 	: 	3177.753 e	3334.174 e
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,RO	: 	: 	5516.487 e	4853.566 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,RS	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,SE	: 	: 	16680.649 	12920.095 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,SI	: 	: 	923.331 	1107.353 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,SK	: 	: 	1842.360 	1660.930 
A,TOTAL,R5220B,FC_TRA_RD_HDV_E,TJ,TR	: 	: 	0.000 	1377.341 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,AL	: 	: 	30.197 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,AT	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,BE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,BG	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,CY	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,CZ	: 	: 	0.000 	101.100 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,DE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,DK	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,EE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,EL	: 	: 	0.000 	: 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,ES	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,FR	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,GE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,HR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,HU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,IE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,IT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,LT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,LU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,LV	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,ME	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,MT	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,NL	: 	: 	156.664 	149.149 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,NO	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,PL	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,PT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,RO	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,RS	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,SE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,SI	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,SK	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,THS_T,TR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,AL	: 	: 	1125.459 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,AT	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,BE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,BG	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,CY	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,CZ	: 	: 	0.000 	3740.700 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,DE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,DK	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,EE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,EL	: 	: 	0.000 	: 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,ES	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,FR	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,GE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,HR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,HU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,IE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,IT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,LT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,LU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,LV	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,ME	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,MT	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,NL	: 	: 	6069.161 	5848.141 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,NO	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,PL	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,PT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,RO	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,RS	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,SE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,SI	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,SK	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_HDV_F,TJ,TR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,AL	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,AT	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,BE	: 	: 	0.073 	0.070 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,BG	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,CY	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,CZ	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,DE	33.033 	30.084 	32.947 	35.048 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,DK	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,EE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,EL	: 	: 	0.000 	: 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,ES	: 	: 	0.044 e	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,FR	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,GE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,HR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,HU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,IE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,IT	: 	: 	0.002 	0.002 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,LT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,LU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,LV	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,ME	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,MT	: 	: m	: m	: m
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,NL	: 	: 	0.037 	0.036 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,NO	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,PL	: 	: 	0.006 e	0.008 e
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,PT	: 	: 	0.000 e	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,RO	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,RS	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,SE	: 	: 	1.411 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,SI	: 	: 	0.004 	0.007 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,SK	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,THS_T,TR	: 	: 	0.000 	0.003 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,AL	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,AT	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,BE	: 	: 	2.916 	2.797 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,BG	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,CY	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,CZ	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,DE	1263.644 	1141.838 	1244.540 	1323.483 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,DK	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,EE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,EL	: 	: 	0.000 	: 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,ES	: 	: 	1.673 e	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,FR	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,GE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,HR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,HU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,IE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,IT	: 	: 	0.076 	0.070 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,LT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,LU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,LV	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,ME	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,MT	: 	: m	: m	: m
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,NL	: 	: 	1.429 	1.407 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,NO	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,PL	: 	: 	0.222 e	0.307 e
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,PT	: 	: 	0.000 e	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,RO	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,RS	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,SE	: 	: 	53.176 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,SI	: 	: 	0.143 	0.246 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,SK	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_E,TJ,TR	: 	: 	0.000 	0.100 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,AL	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,AT	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,BE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,BG	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,CY	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,CZ	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,DE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,DK	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,EE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,EL	: 	: 	0.000 	: 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,ES	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,FR	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,GE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,HR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,HU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,IE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,IT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,LT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,LU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,LV	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,ME	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,MT	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,NL	: 	: 	0.037 	0.036 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,NO	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,PL	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,PT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,RO	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,RS	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,SE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,SI	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,SK	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,THS_T,TR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,AL	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,AT	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,BE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,BG	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,CY	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,CZ	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,DE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,DK	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,EE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,EL	: 	: 	0.000 	: 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,ES	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,FR	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,GE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,HR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,HU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,IE	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,IT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,LT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,LU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,LV	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,ME	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,MT	: 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,NL	: 	: 	1.429 	1.399 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,NO	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,PL	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,PT	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,RO	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,RS	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,SE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,SI	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,SK	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_2WHV_F,TJ,TR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,AL	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,AT	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,BE	: 	: 	0.073 	0.070 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,BG	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,CY	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,CZ	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,DE	59.604 	51.596 	55.449 	55.986 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,DK	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,EE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,EL	: 	: 	0.000 	: 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,ES	: 	: 	0.280 e	0.389 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,FR	0.000 	0.000 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,GE	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,HR	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,HU	: 	: 	0.000 	0.000 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,IE	25.151 	27.312 	41.436 	53.050 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,IT	: 	: 	0.276 	0.256 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,LT	: 	: 	4.400 	4.600 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,LU	: 	: 	0.510 	0.371 
A,TOTAL,R5220B,FC_TRA_RD_OTH_E,THS_T,LV	: 	0.000 	0.000 	0.000 
